mutated features,condition,odd ratio,p value
1.1.1.103,(NH4)2SO4(1),0.0,1.0
1.1.1.103,(NH4)2SO4(1) MgSO4,0.0,1.0
1.1.1.103,(NH4)2SO4(2),0.0,1.0
1.1.1.103,(NH4)2SO4(2) MgSO4(0.12),0.0,1.0
1.1.1.103,2 3-butanediol,0.0,1.0
1.1.1.103,30 celsius,0.0,1.0
1.1.1.103,37 celsius,1.1006416751097603,0.5589940108038052
1.1.1.103,42 celsius,0.0,1.0
1.1.1.103,511145,1.0,0.6083006820863922
1.1.1.103,B. melitensis pgi,0.0,1.0
1.1.1.103,C13H10N2O(0.168184),0.0,1.0
1.1.1.103,C6H5FeO7(0.00049) casamino(5) WT P. aeruginosa toxins,0.0,1.0
1.1.1.103,C6H5FeO7(0.00049) casamino(5) pvdJ KO P. aeruginosa toxins,0.0,1.0
1.1.1.103,CaCl2(0.1),1.2529399837793997,0.49304593219064824
1.1.1.103,CaCl2(0.1mM),0.0,1.0
1.1.1.103,D-2-deoxyribose,0.0,1.0
1.1.1.103,D-arabinose,0.0,1.0
1.1.1.103,D-lyxose,0.0,1.0
1.1.1.103,E. coli K-12 MG1655 pCA24N-fucO,0.0,1.0
1.1.1.103,FeSO4(20uM) sodium citrate(10mM),0.0,1.0
1.1.1.103,GMOS,0.0,1.0
1.1.1.103,H. sapien pgi,0.0,1.0
1.1.1.103,H. sapien tpiA,0.0,1.0
1.1.1.103,JCL260,0.0,1.0
1.1.1.103,K2HPO4(5.3) KH2PO4(2),0.0,1.0
1.1.1.103,KH2PO4(13.6),0.0,1.0
1.1.1.103,KH2PO4(3) Na2HPO4(6.78),0.0,1.0
1.1.1.103,KH2PO4(3) Na2HPO4(6.8),1.255433678651229,0.4920487756357276
1.1.1.103,LB,0.0,1.0
1.1.1.103,M63,0.0,1.0
1.1.1.103,M9,1.2529399837793997,0.49304593219064824
1.1.1.103,MS57,0.0,1.0
1.1.1.103,MgSO4(0.24),1.255433678651229,0.4920487756357276
1.1.1.103,MgSO4(1mM),0.0,1.0
1.1.1.103,NH4Cl(1),1.1381055172573868,0.5418248168530009
1.1.1.103,NaCl(0.5g/L) trace elements,0.0,1.0
1.1.1.103,P. aerophilum pgi,0.0,1.0
1.1.1.103,P. aerophilum tpiA,0.0,1.0
1.1.1.103,PQ(0.8mM),0.0,1.0
1.1.1.103,U-13C glucose(2),0.0,1.0
1.1.1.103,V. cholerae pgi,0.0,1.0
1.1.1.103,V. cholerae tpiA,0.0,1.0
1.1.1.103,WT,1.985663082437276,0.2868914572787368
1.1.1.103,acetate(4),0.0,1.0
1.1.1.103,adipic acid,0.0,1.0
1.1.1.103,bla-TEM-1,0.0,1.0
1.1.1.103,ceftazidime,0.0,1.0
1.1.1.103,chloramphenicol,0.0,1.0
1.1.1.103,chloramphenicol(25),0.0,1.0
1.1.1.103,coumaric acid,0.0,1.0
1.1.1.103,doxycycline,0.0,1.0
1.1.1.103,ethylene glycol(30mM),0.0,1.0
1.1.1.103,gentamycin(0.03),14.368307775087436,0.010273889586412436
1.1.1.103,glucose(1),0.0,1.0
1.1.1.103,glucose(2),3.071432795222045,0.15341357554003499
1.1.1.103,glucose(3),0.0,1.0
1.1.1.103,glucose(4),0.0,1.0
1.1.1.103,glucose(4) or acetate(4),0.0,1.0
1.1.1.103,glucose(4) or glycerol(2.5),0.0,1.0
1.1.1.103,glucose(4) or xylose(4),0.0,1.0
1.1.1.103,glucose-evolved BOP1000,0.0,1.0
1.1.1.103,glutaric acid,0.0,1.0
1.1.1.103,glycerol(2.5),0.0,1.0
1.1.1.103,glycine(2mM) L-Serine(varying) Wolfe's vitamin solution trace elements(X1),0.0,1.0
1.1.1.103,hexamethylenediamine,0.0,1.0
1.1.1.103,hexanoic acid,0.0,1.0
1.1.1.103,isobutanol(8g/L),0.0,1.0
1.1.1.103,isobutyric acid,0.0,1.0
1.1.1.103,m-tartrate,0.0,1.0
1.1.1.103,n-butanol,0.0,1.0
1.1.1.103,none,0.0,1.0
1.1.1.103,octanoic acid,0.0,1.0
1.1.1.103,pBGT,0.0,1.0
1.1.1.103,propanediol,0.0,1.0
1.1.1.103,putrescine,0.0,1.0
1.1.1.103,thiaminne hydrochloride(0.3µM) Ga(NO3)3(100mg/L),0.0,1.0
1.1.1.103,trimethoprim,0.0,1.0
1.1.1.103,xylose(4),0.0,1.0
1.1.1.103,Δgnd glucose M9 pre-evolved,0.0,1.0
1.1.1.103,Δpgi,0.0,1.0
1.1.1.103,Δpgi glucose M9 pre-evolved,0.0,1.0
1.1.1.103,ΔptsHI-crr glucose M9 pre-evolved,0.0,1.0
1.1.1.103,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
1.1.1.103,ΔsdhCDAB glucose M9 pre-evolved,0.0,1.0
1.1.1.103,ΔtpiA,0.0,1.0
1.1.1.103,ΔtpiA glucose M9 pre-evolved,0.0,1.0
1.1.1.125,(NH4)2SO4(1),0.0,1.0
1.1.1.125,(NH4)2SO4(1) MgSO4,0.0,1.0
1.1.1.125,(NH4)2SO4(2),0.0,1.0
1.1.1.125,(NH4)2SO4(2) MgSO4(0.12),0.0,1.0
1.1.1.125,2 3-butanediol,0.0,1.0
1.1.1.125,30 celsius,0.0,1.0
1.1.1.125,37 celsius,1.1006212857914641,0.617820085168871
1.1.1.125,42 celsius,0.0,1.0
1.1.1.125,511145,1.0,0.6513539434559993
1.1.1.125,B. melitensis pgi,0.0,1.0
1.1.1.125,C13H10N2O(0.168184),0.0,1.0
1.1.1.125,C6H5FeO7(0.00049) casamino(5) WT P. aeruginosa toxins,0.0,1.0
1.1.1.125,C6H5FeO7(0.00049) casamino(5) pvdJ KO P. aeruginosa toxins,0.0,1.0
1.1.1.125,CaCl2(0.1),1.2528823007728367,0.5725045112872733
1.1.1.125,CaCl2(0.1mM),0.0,1.0
1.1.1.125,D-2-deoxyribose,0.0,1.0
1.1.1.125,D-arabinose,0.0,1.0
1.1.1.125,D-lyxose,0.0,1.0
1.1.1.125,E. coli K-12 MG1655 pCA24N-fucO,0.0,1.0
1.1.1.125,FeSO4(20uM) sodium citrate(10mM),0.0,1.0
1.1.1.125,GMOS,0.0,1.0
1.1.1.125,H. sapien pgi,0.0,1.0
1.1.1.125,H. sapien tpiA,0.0,1.0
1.1.1.125,JCL260,0.0,1.0
1.1.1.125,K2HPO4(5.3) KH2PO4(2),0.0,1.0
1.1.1.125,KH2PO4(13.6),0.0,1.0
1.1.1.125,KH2PO4(3) Na2HPO4(6.78),0.0,1.0
1.1.1.125,KH2PO4(3) Na2HPO4(6.8),1.2553753204884117,0.5718124001705732
1.1.1.125,LB,0.0,1.0
1.1.1.125,M63,0.0,1.0
1.1.1.125,M9,1.2528823007728367,0.5725045112872733
1.1.1.125,MS57,0.0,1.0
1.1.1.125,MgSO4(0.24),1.2553753204884117,0.5718124001705732
1.1.1.125,MgSO4(1mM),0.0,1.0
1.1.1.125,NH4Cl(1),1.1380766731643925,0.6060939045670728
1.1.1.125,NaCl(0.5g/L) trace elements,0.0,1.0
1.1.1.125,P. aerophilum pgi,0.0,1.0
1.1.1.125,P. aerophilum tpiA,0.0,1.0
1.1.1.125,PQ(0.8mM),0.0,1.0
1.1.1.125,U-13C glucose(2),0.0,1.0
1.1.1.125,V. cholerae pgi,0.0,1.0
1.1.1.125,V. cholerae tpiA,0.0,1.0
1.1.1.125,WT,1.9853175994080305,0.4199858575801421
1.1.1.125,acetate(4),0.0,1.0
1.1.1.125,adipic acid,0.0,1.0
1.1.1.125,bla-TEM-1,0.0,1.0
1.1.1.125,ceftazidime,0.0,1.0
1.1.1.125,chloramphenicol,0.0,1.0
1.1.1.125,chloramphenicol(25),0.0,1.0
1.1.1.125,coumaric acid,0.0,1.0
1.1.1.125,doxycycline,0.0,1.0
1.1.1.125,ethylene glycol(30mM),0.0,1.0
1.1.1.125,gentamycin(0.03),14.336017176596886,0.07446685502771175
1.1.1.125,glucose(1),0.0,1.0
1.1.1.125,glucose(2),3.0703309692671397,0.29928052774732317
1.1.1.125,glucose(3),0.0,1.0
1.1.1.125,glucose(4),0.0,1.0
1.1.1.125,glucose(4) or acetate(4),0.0,1.0
1.1.1.125,glucose(4) or glycerol(2.5),0.0,1.0
1.1.1.125,glucose(4) or xylose(4),0.0,1.0
1.1.1.125,glucose-evolved BOP1000,0.0,1.0
1.1.1.125,glutaric acid,0.0,1.0
1.1.1.125,glycerol(2.5),0.0,1.0
1.1.1.125,glycine(2mM) L-Serine(varying) Wolfe's vitamin solution trace elements(X1),0.0,1.0
1.1.1.125,hexamethylenediamine,0.0,1.0
1.1.1.125,hexanoic acid,0.0,1.0
1.1.1.125,isobutanol(8g/L),0.0,1.0
1.1.1.125,isobutyric acid,0.0,1.0
1.1.1.125,m-tartrate,0.0,1.0
1.1.1.125,n-butanol,0.0,1.0
1.1.1.125,none,0.0,1.0
1.1.1.125,octanoic acid,0.0,1.0
1.1.1.125,pBGT,0.0,1.0
1.1.1.125,propanediol,0.0,1.0
1.1.1.125,putrescine,0.0,1.0
1.1.1.125,thiaminne hydrochloride(0.3µM) Ga(NO3)3(100mg/L),0.0,1.0
1.1.1.125,trimethoprim,0.0,1.0
1.1.1.125,xylose(4),0.0,1.0
1.1.1.125,Δgnd glucose M9 pre-evolved,0.0,1.0
1.1.1.125,Δpgi,0.0,1.0
1.1.1.125,Δpgi glucose M9 pre-evolved,0.0,1.0
1.1.1.125,ΔptsHI-crr glucose M9 pre-evolved,0.0,1.0
1.1.1.125,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
1.1.1.125,ΔsdhCDAB glucose M9 pre-evolved,0.0,1.0
1.1.1.125,ΔtpiA,0.0,1.0
1.1.1.125,ΔtpiA glucose M9 pre-evolved,0.0,1.0
1.1.1.127,(NH4)2SO4(1),0.0,1.0
1.1.1.127,(NH4)2SO4(1) MgSO4,0.0,1.0
1.1.1.127,(NH4)2SO4(2),0.0,1.0
1.1.1.127,(NH4)2SO4(2) MgSO4(0.12),0.0,1.0
1.1.1.127,2 3-butanediol,0.0,1.0
1.1.1.127,30 celsius,0.0,1.0
1.1.1.127,37 celsius,1.1006212857914641,0.617820085168871
1.1.1.127,42 celsius,0.0,1.0
1.1.1.127,511145,1.0,0.6513539434559993
1.1.1.127,B. melitensis pgi,0.0,1.0
1.1.1.127,C13H10N2O(0.168184),0.0,1.0
1.1.1.127,C6H5FeO7(0.00049) casamino(5) WT P. aeruginosa toxins,0.0,1.0
1.1.1.127,C6H5FeO7(0.00049) casamino(5) pvdJ KO P. aeruginosa toxins,0.0,1.0
1.1.1.127,CaCl2(0.1),1.2528823007728367,0.5725045112872733
1.1.1.127,CaCl2(0.1mM),0.0,1.0
1.1.1.127,D-2-deoxyribose,0.0,1.0
1.1.1.127,D-arabinose,0.0,1.0
1.1.1.127,D-lyxose,0.0,1.0
1.1.1.127,E. coli K-12 MG1655 pCA24N-fucO,0.0,1.0
1.1.1.127,FeSO4(20uM) sodium citrate(10mM),0.0,1.0
1.1.1.127,GMOS,0.0,1.0
1.1.1.127,H. sapien pgi,0.0,1.0
1.1.1.127,H. sapien tpiA,0.0,1.0
1.1.1.127,JCL260,0.0,1.0
1.1.1.127,K2HPO4(5.3) KH2PO4(2),0.0,1.0
1.1.1.127,KH2PO4(13.6),0.0,1.0
1.1.1.127,KH2PO4(3) Na2HPO4(6.78),0.0,1.0
1.1.1.127,KH2PO4(3) Na2HPO4(6.8),1.2553753204884117,0.5718124001705732
1.1.1.127,LB,0.0,1.0
1.1.1.127,M63,0.0,1.0
1.1.1.127,M9,1.2528823007728367,0.5725045112872733
1.1.1.127,MS57,0.0,1.0
1.1.1.127,MgSO4(0.24),1.2553753204884117,0.5718124001705732
1.1.1.127,MgSO4(1mM),0.0,1.0
1.1.1.127,NH4Cl(1),1.1380766731643925,0.6060939045670728
1.1.1.127,NaCl(0.5g/L) trace elements,0.0,1.0
1.1.1.127,P. aerophilum pgi,0.0,1.0
1.1.1.127,P. aerophilum tpiA,0.0,1.0
1.1.1.127,PQ(0.8mM),0.0,1.0
1.1.1.127,U-13C glucose(2),0.0,1.0
1.1.1.127,V. cholerae pgi,0.0,1.0
1.1.1.127,V. cholerae tpiA,0.0,1.0
1.1.1.127,WT,1.9853175994080305,0.4199858575801421
1.1.1.127,acetate(4),0.0,1.0
1.1.1.127,adipic acid,0.0,1.0
1.1.1.127,bla-TEM-1,0.0,1.0
1.1.1.127,ceftazidime,0.0,1.0
1.1.1.127,chloramphenicol,0.0,1.0
1.1.1.127,chloramphenicol(25),0.0,1.0
1.1.1.127,coumaric acid,0.0,1.0
1.1.1.127,doxycycline,0.0,1.0
1.1.1.127,ethylene glycol(30mM),0.0,1.0
1.1.1.127,gentamycin(0.03),14.336017176596886,0.07446685502771175
1.1.1.127,glucose(1),0.0,1.0
1.1.1.127,glucose(2),3.0703309692671397,0.29928052774732317
1.1.1.127,glucose(3),0.0,1.0
1.1.1.127,glucose(4),0.0,1.0
1.1.1.127,glucose(4) or acetate(4),0.0,1.0
1.1.1.127,glucose(4) or glycerol(2.5),0.0,1.0
1.1.1.127,glucose(4) or xylose(4),0.0,1.0
1.1.1.127,glucose-evolved BOP1000,0.0,1.0
1.1.1.127,glutaric acid,0.0,1.0
1.1.1.127,glycerol(2.5),0.0,1.0
1.1.1.127,glycine(2mM) L-Serine(varying) Wolfe's vitamin solution trace elements(X1),0.0,1.0
1.1.1.127,hexamethylenediamine,0.0,1.0
1.1.1.127,hexanoic acid,0.0,1.0
1.1.1.127,isobutanol(8g/L),0.0,1.0
1.1.1.127,isobutyric acid,0.0,1.0
1.1.1.127,m-tartrate,0.0,1.0
1.1.1.127,n-butanol,0.0,1.0
1.1.1.127,none,0.0,1.0
1.1.1.127,octanoic acid,0.0,1.0
1.1.1.127,pBGT,0.0,1.0
1.1.1.127,propanediol,0.0,1.0
1.1.1.127,putrescine,0.0,1.0
1.1.1.127,thiaminne hydrochloride(0.3µM) Ga(NO3)3(100mg/L),0.0,1.0
1.1.1.127,trimethoprim,0.0,1.0
1.1.1.127,xylose(4),0.0,1.0
1.1.1.127,Δgnd glucose M9 pre-evolved,0.0,1.0
1.1.1.127,Δpgi,0.0,1.0
1.1.1.127,Δpgi glucose M9 pre-evolved,0.0,1.0
1.1.1.127,ΔptsHI-crr glucose M9 pre-evolved,0.0,1.0
1.1.1.127,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
1.1.1.127,ΔsdhCDAB glucose M9 pre-evolved,0.0,1.0
1.1.1.127,ΔtpiA,0.0,1.0
1.1.1.127,ΔtpiA glucose M9 pre-evolved,0.0,1.0
1.1.1.130,(NH4)2SO4(1),0.0,1.0
1.1.1.130,(NH4)2SO4(1) MgSO4,0.0,1.0
1.1.1.130,(NH4)2SO4(2),0.0,1.0
1.1.1.130,(NH4)2SO4(2) MgSO4(0.12),0.0,1.0
1.1.1.130,2 3-butanediol,0.0,1.0
1.1.1.130,30 celsius,0.0,1.0
1.1.1.130,37 celsius,1.1006824785458478,0.5059217325139247
1.1.1.130,42 celsius,0.0,1.0
1.1.1.130,511145,1.0,0.5769382083440969
1.1.1.130,B. melitensis pgi,0.0,1.0
1.1.1.130,C13H10N2O(0.168184),0.0,1.0
1.1.1.130,C6H5FeO7(0.00049) casamino(5) WT P. aeruginosa toxins,0.0,1.0
1.1.1.130,C6H5FeO7(0.00049) casamino(5) pvdJ KO P. aeruginosa toxins,0.0,1.0
1.1.1.130,CaCl2(0.1),0.0,1.0
1.1.1.130,CaCl2(0.1mM),0.0,1.0
1.1.1.130,D-2-deoxyribose,0.0,1.0
1.1.1.130,D-arabinose,0.0,1.0
1.1.1.130,D-lyxose,0.0,1.0
1.1.1.130,E. coli K-12 MG1655 pCA24N-fucO,0.0,1.0
1.1.1.130,FeSO4(20uM) sodium citrate(10mM),0.0,1.0
1.1.1.130,GMOS,0.0,1.0
1.1.1.130,H. sapien pgi,0.0,1.0
1.1.1.130,H. sapien tpiA,0.0,1.0
1.1.1.130,JCL260,16.31135531135531,0.00016156088980101503
1.1.1.130,K2HPO4(5.3) KH2PO4(2),0.0,1.0
1.1.1.130,KH2PO4(13.6),0.0,1.0
1.1.1.130,KH2PO4(3) Na2HPO4(6.78),0.0,1.0
1.1.1.130,KH2PO4(3) Na2HPO4(6.8),0.0,1.0
1.1.1.130,LB,17.798043326345212,1.7102288130605888e-15
1.1.1.130,M63,0.0,1.0
1.1.1.130,M9,0.0,1.0
1.1.1.130,MS57,0.0,1.0
1.1.1.130,MgSO4(0.24),0.0,1.0
1.1.1.130,MgSO4(1mM),0.0,1.0
1.1.1.130,NH4Cl(1),0.0,1.0
1.1.1.130,NaCl(0.5g/L) trace elements,0.0,1.0
1.1.1.130,P. aerophilum pgi,0.0,1.0
1.1.1.130,P. aerophilum tpiA,0.0,1.0
1.1.1.130,PQ(0.8mM),0.0,1.0
1.1.1.130,U-13C glucose(2),0.0,1.0
1.1.1.130,V. cholerae pgi,0.0,1.0
1.1.1.130,V. cholerae tpiA,0.0,1.0
1.1.1.130,WT,0.0,1.0
1.1.1.130,acetate(4),0.0,1.0
1.1.1.130,adipic acid,0.0,1.0
1.1.1.130,bla-TEM-1,0.0,1.0
1.1.1.130,ceftazidime,0.0,1.0
1.1.1.130,chloramphenicol,0.0,1.0
1.1.1.130,chloramphenicol(25),0.0,1.0
1.1.1.130,coumaric acid,0.0,1.0
1.1.1.130,doxycycline,0.0,1.0
1.1.1.130,ethylene glycol(30mM),0.0,1.0
1.1.1.130,gentamycin(0.03),0.0,1.0
1.1.1.130,glucose(1),0.0,1.0
1.1.1.130,glucose(2),0.0,1.0
1.1.1.130,glucose(3),14.258547008547009,0.00026716245256637087
