mutated features,condition,odd ratio,p value
1- and 2-Methylnaphthalene degradation,WT,1.2268029719010112,0.5798943420658338
1- and 2-Methylnaphthalene degradation,acetate(4),0.0,1.0
1- and 2-Methylnaphthalene degradation,adipic acid,0.0,1.0
1- and 2-Methylnaphthalene degradation,coumaric acid,0.0,1.0
1- and 2-Methylnaphthalene degradation,glucose(2),3.236198462613557,0.28675392767516794
1- and 2-Methylnaphthalene degradation,glucose(4),0.0,1.0
1- and 2-Methylnaphthalene degradation,glucose(4) or acetate(4),0.0,1.0
1- and 2-Methylnaphthalene degradation,glucose(4) or glycerol(2.5),0.0,1.0
1- and 2-Methylnaphthalene degradation,glucose(4) or xylose(4),0.0,1.0
1- and 2-Methylnaphthalene degradation,glutaric acid,0.0,1.0
1- and 2-Methylnaphthalene degradation,glycerol(2.5),0.0,1.0
1- and 2-Methylnaphthalene degradation,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
1- and 2-Methylnaphthalene degradation,hexamethylenediamine,24.30275229357798,0.04498117214170563
1- and 2-Methylnaphthalene degradation,hexanoic acid,0.0,1.0
1- and 2-Methylnaphthalene degradation,isobutyric acid,0.0,1.0
1- and 2-Methylnaphthalene degradation,m-tartrate,0.0,1.0
1- and 2-Methylnaphthalene degradation,n-butanol,0.0,1.0
1- and 2-Methylnaphthalene degradation,octanoic acid,0.0,1.0
1- and 2-Methylnaphthalene degradation,propanediol,0.0,1.0
1- and 2-Methylnaphthalene degradation,putrescine,0.0,1.0
1- and 2-Methylnaphthalene degradation,xylose(4),0.0,1.0
1- and 2-Methylnaphthalene degradation,Δgnd,0.0,1.0
1- and 2-Methylnaphthalene degradation,Δpgi,0.0,1.0
1- and 2-Methylnaphthalene degradation,Δpts,0.0,1.0
1- and 2-Methylnaphthalene degradation,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
1- and 2-Methylnaphthalene degradation,Δsdh,0.0,1.0
1- and 2-Methylnaphthalene degradation,Δtpi,0.0,1.0
"2,4-Dichlorobenzoate degradation",2 3-butanediol,27.04308390022676,0.040566485310648014
"2,4-Dichlorobenzoate degradation",20uM FeSO4 and 10mM sodium citrate,0.0,1.0
"2,4-Dichlorobenzoate degradation",30 celsius,0.0,1.0
"2,4-Dichlorobenzoate degradation",37 celsius,1.172589376641475,0.5956862649431143
"2,4-Dichlorobenzoate degradation",42 celsius,0.0,1.0
"2,4-Dichlorobenzoate degradation",511145,1.0,0.6513943352247629
"2,4-Dichlorobenzoate degradation",CaCl2(0.1),1.0,0.6513943352247629
"2,4-Dichlorobenzoate degradation",D-2-deoxyribose,0.0,1.0
"2,4-Dichlorobenzoate degradation",D-arabinose,0.0,1.0
"2,4-Dichlorobenzoate degradation",D-lyxose,0.0,1.0
"2,4-Dichlorobenzoate degradation",GMOS,0.0,1.0
"2,4-Dichlorobenzoate degradation",KH2PO4(3) Na2HPO4(6.8),1.0,0.6513943352247629
"2,4-Dichlorobenzoate degradation",M9,1.0,0.6513943352247629
"2,4-Dichlorobenzoate degradation",MgSO4(0.24),1.0,0.6513943352247629
"2,4-Dichlorobenzoate degradation",NH4Cl(1),1.0,0.6513943352247629
"2,4-Dichlorobenzoate degradation",NaCl(0.5g/L) trace elements,0.0,1.0
"2,4-Dichlorobenzoate degradation",U-13C glucose(2),0.0,1.0
"2,4-Dichlorobenzoate degradation",WT,1.2268029719010112,0.5798943420658338
"2,4-Dichlorobenzoate degradation",acetate(4),0.0,1.0
"2,4-Dichlorobenzoate degradation",adipic acid,0.0,1.0
"2,4-Dichlorobenzoate degradation",coumaric acid,0.0,1.0
"2,4-Dichlorobenzoate degradation",glucose(2),3.236198462613557,0.28675392767516794
"2,4-Dichlorobenzoate degradation",glucose(4),0.0,1.0
"2,4-Dichlorobenzoate degradation",glucose(4) or acetate(4),0.0,1.0
"2,4-Dichlorobenzoate degradation",glucose(4) or glycerol(2.5),0.0,1.0
"2,4-Dichlorobenzoate degradation",glucose(4) or xylose(4),0.0,1.0
"2,4-Dichlorobenzoate degradation",glutaric acid,0.0,1.0
"2,4-Dichlorobenzoate degradation",glycerol(2.5),0.0,1.0
"2,4-Dichlorobenzoate degradation",glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
"2,4-Dichlorobenzoate degradation",hexamethylenediamine,0.0,1.0
"2,4-Dichlorobenzoate degradation",hexanoic acid,0.0,1.0
"2,4-Dichlorobenzoate degradation",isobutyric acid,0.0,1.0
"2,4-Dichlorobenzoate degradation",m-tartrate,0.0,1.0
"2,4-Dichlorobenzoate degradation",n-butanol,0.0,1.0
"2,4-Dichlorobenzoate degradation",octanoic acid,0.0,1.0
"2,4-Dichlorobenzoate degradation",propanediol,0.0,1.0
"2,4-Dichlorobenzoate degradation",putrescine,0.0,1.0
"2,4-Dichlorobenzoate degradation",xylose(4),0.0,1.0
"2,4-Dichlorobenzoate degradation",Δgnd,0.0,1.0
"2,4-Dichlorobenzoate degradation",Δpgi,0.0,1.0
"2,4-Dichlorobenzoate degradation",Δpts,0.0,1.0
"2,4-Dichlorobenzoate degradation",ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
"2,4-Dichlorobenzoate degradation",Δsdh,0.0,1.0
"2,4-Dichlorobenzoate degradation",Δtpi,0.0,1.0
"Alanine, aspartate and glutamate metabolism",2 3-butanediol,0.0,1.0
"Alanine, aspartate and glutamate metabolism",20uM FeSO4 and 10mM sodium citrate,0.0,1.0
"Alanine, aspartate and glutamate metabolism",30 celsius,1.2462640846008364,0.4043654473066764
"Alanine, aspartate and glutamate metabolism",37 celsius,1.0258701246093014,0.4742242127605084
"Alanine, aspartate and glutamate metabolism",42 celsius,0.0,1.0
"Alanine, aspartate and glutamate metabolism",511145,1.0,0.5265262816138206
"Alanine, aspartate and glutamate metabolism",CaCl2(0.1),1.0,0.5265262816138206
"Alanine, aspartate and glutamate metabolism",D-2-deoxyribose,3.008124876145181,0.00012876893204049486
"Alanine, aspartate and glutamate metabolism",D-arabinose,0.0,1.0
"Alanine, aspartate and glutamate metabolism",D-lyxose,0.0,1.0
"Alanine, aspartate and glutamate metabolism",GMOS,0.0,1.0
"Alanine, aspartate and glutamate metabolism",KH2PO4(3) Na2HPO4(6.8),1.0,0.5265262816138206
"Alanine, aspartate and glutamate metabolism",M9,1.0,0.5265262816138206
"Alanine, aspartate and glutamate metabolism",MgSO4(0.24),1.0,0.5265262816138206
"Alanine, aspartate and glutamate metabolism",NH4Cl(1),1.0,0.5265262816138206
"Alanine, aspartate and glutamate metabolism",NaCl(0.5g/L) trace elements,1.1664277751234273,0.24633068694754473
"Alanine, aspartate and glutamate metabolism",U-13C glucose(2),0.0,1.0
"Alanine, aspartate and glutamate metabolism",WT,1.2307473714123331,0.14509053395652027
"Alanine, aspartate and glutamate metabolism",acetate(4),0.0,1.0
"Alanine, aspartate and glutamate metabolism",adipic acid,0.0,1.0
"Alanine, aspartate and glutamate metabolism",coumaric acid,0.0,1.0
"Alanine, aspartate and glutamate metabolism",glucose(2),0.5902847831147668,0.9478473881518827
"Alanine, aspartate and glutamate metabolism",glucose(4),0.6335638998682477,0.8918761690721122
"Alanine, aspartate and glutamate metabolism",glucose(4) or acetate(4),0.0,1.0
"Alanine, aspartate and glutamate metabolism",glucose(4) or glycerol(2.5),0.0,1.0
"Alanine, aspartate and glutamate metabolism",glucose(4) or xylose(4),1.4225650332728372,0.4153382413424203
"Alanine, aspartate and glutamate metabolism",glutaric acid,0.0,1.0
"Alanine, aspartate and glutamate metabolism",glycerol(2.5),1.2124212654552995,0.42401030611558976
"Alanine, aspartate and glutamate metabolism",glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
"Alanine, aspartate and glutamate metabolism",hexamethylenediamine,0.617780815435977,0.8025790466075837
"Alanine, aspartate and glutamate metabolism",hexanoic acid,0.0,1.0
"Alanine, aspartate and glutamate metabolism",isobutyric acid,1.0222048066875653,0.5850325935192725
"Alanine, aspartate and glutamate metabolism",m-tartrate,0.0,1.0
"Alanine, aspartate and glutamate metabolism",n-butanol,6.370136887608069,0.014317851615982494
"Alanine, aspartate and glutamate metabolism",octanoic acid,0.0,1.0
"Alanine, aspartate and glutamate metabolism",propanediol,0.0,1.0
"Alanine, aspartate and glutamate metabolism",putrescine,1.1061581098219737,0.5988934473490269
"Alanine, aspartate and glutamate metabolism",xylose(4),0.0,1.0
"Alanine, aspartate and glutamate metabolism",Δgnd,0.0,1.0
"Alanine, aspartate and glutamate metabolism",Δpgi,0.0,1.0
"Alanine, aspartate and glutamate metabolism",Δpts,0.0,1.0
"Alanine, aspartate and glutamate metabolism",ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
"Alanine, aspartate and glutamate metabolism",Δsdh,0.0,1.0
"Alanine, aspartate and glutamate metabolism",Δtpi,0.0,1.0
Amino sugar and nucleotide sugar metabolism,2 3-butanediol,3.625655257477644,0.015135802313999604
Amino sugar and nucleotide sugar metabolism,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
Amino sugar and nucleotide sugar metabolism,30 celsius,0.0,1.0
Amino sugar and nucleotide sugar metabolism,37 celsius,1.0258701246093014,0.4742242127605084
Amino sugar and nucleotide sugar metabolism,42 celsius,2.802335975210059,0.060820189129057275
Amino sugar and nucleotide sugar metabolism,511145,1.0,0.5265262816138206
Amino sugar and nucleotide sugar metabolism,CaCl2(0.1),1.0,0.5265262816138206
Amino sugar and nucleotide sugar metabolism,D-2-deoxyribose,0.0,1.0
Amino sugar and nucleotide sugar metabolism,D-arabinose,0.0,1.0
Amino sugar and nucleotide sugar metabolism,D-lyxose,0.0,1.0
Amino sugar and nucleotide sugar metabolism,GMOS,0.0,1.0
Amino sugar and nucleotide sugar metabolism,KH2PO4(3) Na2HPO4(6.8),1.0,0.5265262816138206
Amino sugar and nucleotide sugar metabolism,M9,1.0,0.5265262816138206
Amino sugar and nucleotide sugar metabolism,MgSO4(0.24),1.0,0.5265262816138206
Amino sugar and nucleotide sugar metabolism,NH4Cl(1),1.0,0.5265262816138206
Amino sugar and nucleotide sugar metabolism,NaCl(0.5g/L) trace elements,0.7654620595534865,0.8951926616667151
Amino sugar and nucleotide sugar metabolism,U-13C glucose(2),1.8255246650662122,0.42857466439707703
Amino sugar and nucleotide sugar metabolism,WT,0.8473282442748091,0.8123692446097031
Amino sugar and nucleotide sugar metabolism,acetate(4),0.0,1.0
Amino sugar and nucleotide sugar metabolism,adipic acid,3.2185837085550553,0.2766646223612926
Amino sugar and nucleotide sugar metabolism,coumaric acid,0.0,1.0
Amino sugar and nucleotide sugar metabolism,glucose(2),1.4021188392445878,0.12453612194087635
Amino sugar and nucleotide sugar metabolism,glucose(4),2.284831342970878,0.0023352479285834414
Amino sugar and nucleotide sugar metabolism,glucose(4) or acetate(4),0.0,1.0
Amino sugar and nucleotide sugar metabolism,glucose(4) or glycerol(2.5),0.0,1.0
Amino sugar and nucleotide sugar metabolism,glucose(4) or xylose(4),0.7018266475644699,0.7607591432347253
Amino sugar and nucleotide sugar metabolism,glutaric acid,2.0742221960830443,0.1837424284726641
Amino sugar and nucleotide sugar metabolism,glycerol(2.5),0.0,1.0
Amino sugar and nucleotide sugar metabolism,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
Amino sugar and nucleotide sugar metabolism,hexamethylenediamine,1.899027714185677,0.21740965730401124
Amino sugar and nucleotide sugar metabolism,hexanoic acid,0.0,1.0
Amino sugar and nucleotide sugar metabolism,isobutyric acid,0.0,1.0
Amino sugar and nucleotide sugar metabolism,m-tartrate,0.0,1.0
Amino sugar and nucleotide sugar metabolism,n-butanol,4.106060606060606,0.09241097739295447
Amino sugar and nucleotide sugar metabolism,octanoic acid,0.0,1.0
Amino sugar and nucleotide sugar metabolism,propanediol,0.0,1.0
Amino sugar and nucleotide sugar metabolism,putrescine,2.2557471264367814,0.22928063181087047
Amino sugar and nucleotide sugar metabolism,xylose(4),0.0,1.0
Amino sugar and nucleotide sugar metabolism,Δgnd,0.0,1.0
Amino sugar and nucleotide sugar metabolism,Δpgi,0.6626748202253553,0.8035108568232405
Amino sugar and nucleotide sugar metabolism,Δpts,6.053949903660886,0.005653099350700323
Amino sugar and nucleotide sugar metabolism,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
Amino sugar and nucleotide sugar metabolism,Δsdh,0.0,1.0
Amino sugar and nucleotide sugar metabolism,Δtpi,5.922090977632571,0.006075213294137501
Aminoacyl-tRNA biosynthesis,2 3-butanediol,0.0,1.0
Aminoacyl-tRNA biosynthesis,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
Aminoacyl-tRNA biosynthesis,30 celsius,0.0,1.0
Aminoacyl-tRNA biosynthesis,37 celsius,1.1730903617696071,0.40354096966811615
Aminoacyl-tRNA biosynthesis,42 celsius,0.0,1.0
Aminoacyl-tRNA biosynthesis,511145,1.0,0.5583970524292715
Aminoacyl-tRNA biosynthesis,CaCl2(0.1),1.0,0.5583970524292715
Aminoacyl-tRNA biosynthesis,D-2-deoxyribose,0.0,1.0
Aminoacyl-tRNA biosynthesis,D-arabinose,0.0,1.0
Aminoacyl-tRNA biosynthesis,D-lyxose,0.0,1.0
Aminoacyl-tRNA biosynthesis,GMOS,0.0,1.0
Aminoacyl-tRNA biosynthesis,KH2PO4(3) Na2HPO4(6.8),1.0,0.5583970524292715
Aminoacyl-tRNA biosynthesis,M9,1.0,0.5583970524292715
Aminoacyl-tRNA biosynthesis,MgSO4(0.24),1.0,0.5583970524292715
Aminoacyl-tRNA biosynthesis,NH4Cl(1),1.0,0.5583970524292715
Aminoacyl-tRNA biosynthesis,NaCl(0.5g/L) trace elements,0.1934543238891065,0.9936055221974545
Aminoacyl-tRNA biosynthesis,U-13C glucose(2),0.0,1.0
Aminoacyl-tRNA biosynthesis,WT,1.22748921387348,0.36233688388297164
Aminoacyl-tRNA biosynthesis,acetate(4),0.0,1.0
Aminoacyl-tRNA biosynthesis,adipic acid,0.0,1.0
Aminoacyl-tRNA biosynthesis,coumaric acid,4.664316490403447,0.19730138343302756
Aminoacyl-tRNA biosynthesis,glucose(2),2.7412974683544302,0.028685532938285158
Aminoacyl-tRNA biosynthesis,glucose(4),0.6363190585158549,0.7934179444064577
Aminoacyl-tRNA biosynthesis,glucose(4) or acetate(4),0.0,1.0
Aminoacyl-tRNA biosynthesis,glucose(4) or glycerol(2.5),0.0,1.0
Aminoacyl-tRNA biosynthesis,glucose(4) or xylose(4),0.0,1.0
Aminoacyl-tRNA biosynthesis,glutaric acid,0.0,1.0
Aminoacyl-tRNA biosynthesis,glycerol(2.5),0.0,1.0
Aminoacyl-tRNA biosynthesis,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
Aminoacyl-tRNA biosynthesis,hexamethylenediamine,0.0,1.0
Aminoacyl-tRNA biosynthesis,hexanoic acid,0.0,1.0
Aminoacyl-tRNA biosynthesis,isobutyric acid,14.168753726893263,4.5899813410944e-05
Aminoacyl-tRNA biosynthesis,m-tartrate,0.0,1.0
Aminoacyl-tRNA biosynthesis,n-butanol,0.0,1.0
Aminoacyl-tRNA biosynthesis,octanoic acid,0.0,1.0
Aminoacyl-tRNA biosynthesis,propanediol,0.0,1.0
Aminoacyl-tRNA biosynthesis,putrescine,0.0,1.0
Aminoacyl-tRNA biosynthesis,xylose(4),0.0,1.0
Aminoacyl-tRNA biosynthesis,Δgnd,0.0,1.0
Aminoacyl-tRNA biosynthesis,Δpgi,0.0,1.0
Aminoacyl-tRNA biosynthesis,Δpts,0.0,1.0
Aminoacyl-tRNA biosynthesis,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
Aminoacyl-tRNA biosynthesis,Δsdh,0.0,1.0
Aminoacyl-tRNA biosynthesis,Δtpi,0.0,1.0
Arginine and proline metabolism,2 3-butanediol,0.0,1.0
Arginine and proline metabolism,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
Arginine and proline metabolism,30 celsius,0.0,1.0
Arginine and proline metabolism,37 celsius,1.1467397898517315,0.2179999805523037
Arginine and proline metabolism,42 celsius,0.521380846325167,0.8532458690109885
Arginine and proline metabolism,511145,1.0,0.523515535705952
Arginine and proline metabolism,CaCl2(0.1),1.0,0.523515535705952
Arginine and proline metabolism,D-2-deoxyribose,0.3800171075141466,0.9842244068328081
Arginine and proline metabolism,D-arabinose,0.0,1.0
Arginine and proline metabolism,D-lyxose,0.0,1.0
Arginine and proline metabolism,GMOS,0.0,1.0
Arginine and proline metabolism,KH2PO4(3) Na2HPO4(6.8),1.0,0.523515535705952
Arginine and proline metabolism,M9,1.0,0.523515535705952
Arginine and proline metabolism,MgSO4(0.24),1.0,0.523515535705952
Arginine and proline metabolism,NH4Cl(1),1.0,0.523515535705952
Arginine and proline metabolism,NaCl(0.5g/L) trace elements,0.8517518466111926,0.8136814251917004
Arginine and proline metabolism,U-13C glucose(2),0.0,1.0
Arginine and proline metabolism,WT,1.2319337332190803,0.11146608712078843
Arginine and proline metabolism,acetate(4),0.0,1.0
Arginine and proline metabolism,adipic acid,0.0,1.0
Arginine and proline metabolism,coumaric acid,1.4332803326810175,0.4126761980750625
Arginine and proline metabolism,glucose(2),1.2174378748928878,0.2422819705576003
Arginine and proline metabolism,glucose(4),0.48906196799455226,0.9732234479182933
Arginine and proline metabolism,glucose(4) or acetate(4),0.0,1.0
Arginine and proline metabolism,glucose(4) or glycerol(2.5),0.0,1.0
Arginine and proline metabolism,glucose(4) or xylose(4),1.6718549193202914,0.27464661985821787
Arginine and proline metabolism,glutaric acid,0.0,1.0
Arginine and proline metabolism,glycerol(2.5),0.0,1.0
Arginine and proline metabolism,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
Arginine and proline metabolism,hexamethylenediamine,0.9673445767195767,0.614830025899755
Arginine and proline metabolism,hexanoic acid,0.0,1.0
Arginine and proline metabolism,isobutyric acid,3.8179591836734694,0.000990160927635859
Arginine and proline metabolism,m-tartrate,7.499899819675416,3.5295577435983794e-09
Arginine and proline metabolism,n-butanol,3.1760010822510822,0.1399041911127174
Arginine and proline metabolism,octanoic acid,0.0,1.0
Arginine and proline metabolism,propanediol,0.0,1.0
Arginine and proline metabolism,putrescine,2.667614605846889,0.11096875265640069
Arginine and proline metabolism,xylose(4),0.0,1.0
Arginine and proline metabolism,Δgnd,0.0,1.0
Arginine and proline metabolism,Δpgi,0.0,1.0
Arginine and proline metabolism,Δpts,0.0,1.0
Arginine and proline metabolism,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
Arginine and proline metabolism,Δsdh,0.0,1.0
Arginine and proline metabolism,Δtpi,0.0,1.0
Ascorbate and aldarate metabolism,2 3-butanediol,14.878598247809762,3.62011046833403e-05
Ascorbate and aldarate metabolism,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
Ascorbate and aldarate metabolism,30 celsius,0.0,1.0
Ascorbate and aldarate metabolism,37 celsius,1.1732580037664784,0.3767044699442609
Ascorbate and aldarate metabolism,42 celsius,0.0,1.0
Ascorbate and aldarate metabolism,511145,1.0,0.5515734420738299
Ascorbate and aldarate metabolism,CaCl2(0.1),1.0,0.5515734420738299
Ascorbate and aldarate metabolism,D-2-deoxyribose,0.0,1.0
Ascorbate and aldarate metabolism,D-arabinose,0.0,1.0
Ascorbate and aldarate metabolism,D-lyxose,0.0,1.0
Ascorbate and aldarate metabolism,GMOS,0.0,1.0
Ascorbate and aldarate metabolism,KH2PO4(3) Na2HPO4(6.8),1.0,0.5515734420738299
Ascorbate and aldarate metabolism,M9,1.0,0.5515734420738299
Ascorbate and aldarate metabolism,MgSO4(0.24),1.0,0.5515734420738299
Ascorbate and aldarate metabolism,NH4Cl(1),1.0,0.5515734420738299
Ascorbate and aldarate metabolism,NaCl(0.5g/L) trace elements,0.6214983348725268,0.8798576441874375
Ascorbate and aldarate metabolism,U-13C glucose(2),0.0,1.0
Ascorbate and aldarate metabolism,WT,1.2277188849627012,0.3311531505786798
Ascorbate and aldarate metabolism,acetate(4),0.0,1.0
Ascorbate and aldarate metabolism,adipic acid,0.0,1.0
Ascorbate and aldarate metabolism,coumaric acid,0.0,1.0
Ascorbate and aldarate metabolism,glucose(2),1.7162935970848516,0.17982817847220436
Ascorbate and aldarate metabolism,glucose(4),0.0,1.0
Ascorbate and aldarate metabolism,glucose(4) or acetate(4),0.0,1.0
Ascorbate and aldarate metabolism,glucose(4) or glycerol(2.5),0.0,1.0
Ascorbate and aldarate metabolism,glucose(4) or xylose(4),11.891472868217054,0.0004940695997472942
Ascorbate and aldarate metabolism,glutaric acid,0.0,1.0
Ascorbate and aldarate metabolism,glycerol(2.5),0.0,1.0
Ascorbate and aldarate metabolism,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
Ascorbate and aldarate metabolism,hexamethylenediamine,0.0,1.0
Ascorbate and aldarate metabolism,hexanoic acid,0.0,1.0
Ascorbate and aldarate metabolism,isobutyric acid,0.0,1.0
Ascorbate and aldarate metabolism,m-tartrate,0.0,1.0
Ascorbate and aldarate metabolism,n-butanol,0.0,1.0
Ascorbate and aldarate metabolism,octanoic acid,0.0,1.0
Ascorbate and aldarate metabolism,propanediol,0.0,1.0
Ascorbate and aldarate metabolism,putrescine,0.0,1.0
Ascorbate and aldarate metabolism,xylose(4),0.0,1.0
Ascorbate and aldarate metabolism,Δgnd,0.0,1.0
Ascorbate and aldarate metabolism,Δpgi,0.0,1.0
Ascorbate and aldarate metabolism,Δpts,0.0,1.0
Ascorbate and aldarate metabolism,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
Ascorbate and aldarate metabolism,Δsdh,0.0,1.0
Ascorbate and aldarate metabolism,Δtpi,0.0,1.0
Benzoate degradation via hydroxylation,2 3-butanediol,2.596293046720772,0.18537138565660077
Benzoate degradation via hydroxylation,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
Benzoate degradation via hydroxylation,30 celsius,0.0,1.0
Benzoate degradation via hydroxylation,37 celsius,1.1741011084076778,0.28877551788497446
Benzoate degradation via hydroxylation,42 celsius,0.0,1.0
Benzoate degradation via hydroxylation,511145,1.0,0.5357001904625235
Benzoate degradation via hydroxylation,CaCl2(0.1),1.0,0.5357001904625235
Benzoate degradation via hydroxylation,D-2-deoxyribose,5.441583005965372,1.9975830578813327e-07
Benzoate degradation via hydroxylation,D-arabinose,0.0,1.0
Benzoate degradation via hydroxylation,D-lyxose,0.0,1.0
Benzoate degradation via hydroxylation,GMOS,0.0,1.0
Benzoate degradation via hydroxylation,KH2PO4(3) Na2HPO4(6.8),1.0,0.5357001904625235
Benzoate degradation via hydroxylation,M9,1.0,0.5357001904625235
Benzoate degradation via hydroxylation,MgSO4(0.24),1.0,0.5357001904625235
Benzoate degradation via hydroxylation,NH4Cl(1),1.0,0.5357001904625235
