mutated features,condition,odd ratio,p value
C0343,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
C0343,37 celsius,1.0591340541089285,0.6312847961277182
C0343,42 celsius,0.0,1.0
C0343,511145,1.0,0.651359364589521
C0343,CaCl2(0.1),1.0,0.651359364589521
C0343,D-2-deoxyribose,11.22369714847591,0.09400117518433006
C0343,D-arabinose,0.0,1.0
C0343,D-lyxose,0.0,1.0
C0343,GMOS,0.0,1.0
C0343,KH2PO4(3) Na2HPO4(6.8),1.0,0.651359364589521
C0343,M9,1.0,0.651359364589521
C0343,MgSO4(0.24),1.0,0.651359364589521
C0343,NH4Cl(1),1.0,0.651359364589521
C0343,NaCl(0.5g/L) trace elements,2.148850659216782,0.3960803661926532
C0343,U-13C glucose(2),0.0,1.0
C0343,WT,1.1222382710105387,0.6110109946092557
C0343,acetate(4),0.0,1.0
C0343,adipic acid,0.0,1.0
C0343,coumaric acid,0.0,1.0
C0343,glucose(2),0.0,1.0
C0343,glucose(4),0.0,1.0
C0343,glucose(4) or acetate(4),0.0,1.0
C0343,glucose(4) or glycerol(2.5),0.0,1.0
C0343,glucose(4) or xylose(4),0.0,1.0
C0343,glutaric acid,0.0,1.0
C0343,glycerol(2.5),0.0,1.0
C0343,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
C0343,hexamethylenediamine,0.0,1.0
C0343,hexanoic acid,0.0,1.0
C0343,isobutyric acid,0.0,1.0
C0343,m-tartrate,0.0,1.0
C0343,monomethyl succinate,0.0,1.0
C0343,n-butanol,0.0,1.0
C0343,octanoic acid,0.0,1.0
C0343,propanediol,0.0,1.0
C0343,putrescine,0.0,1.0
C0343,xylose(4),0.0,1.0
C0343,Δgnd,0.0,1.0
C0343,Δpgi,0.0,1.0
C0343,Δpts,0.0,1.0
C0343,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
C0343,Δsdh,0.0,1.0
C0343,Δtpi,0.0,1.0
C0362,2 3-butanediol,0.0,1.0
C0362,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
C0362,37 celsius,1.0591340541089285,0.6312847961277182
C0362,42 celsius,0.0,1.0
C0362,511145,1.0,0.651359364589521
C0362,CaCl2(0.1),1.0,0.651359364589521
C0362,D-2-deoxyribose,11.22369714847591,0.09400117518433006
C0362,D-arabinose,0.0,1.0
C0362,D-lyxose,0.0,1.0
C0362,GMOS,0.0,1.0
C0362,KH2PO4(3) Na2HPO4(6.8),1.0,0.651359364589521
C0362,M9,1.0,0.651359364589521
C0362,MgSO4(0.24),1.0,0.651359364589521
C0362,NH4Cl(1),1.0,0.651359364589521
C0362,NaCl(0.5g/L) trace elements,2.148850659216782,0.3960803661926532
C0362,U-13C glucose(2),0.0,1.0
C0362,WT,1.1222382710105387,0.6110109946092557
C0362,acetate(4),0.0,1.0
C0362,adipic acid,0.0,1.0
C0362,coumaric acid,0.0,1.0
C0362,glucose(2),0.0,1.0
C0362,glucose(4),0.0,1.0
C0362,glucose(4) or acetate(4),0.0,1.0
C0362,glucose(4) or glycerol(2.5),0.0,1.0
C0362,glucose(4) or xylose(4),0.0,1.0
C0362,glutaric acid,0.0,1.0
C0362,glycerol(2.5),0.0,1.0
C0362,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
C0362,hexamethylenediamine,0.0,1.0
C0362,hexanoic acid,0.0,1.0
C0362,isobutyric acid,0.0,1.0
C0362,m-tartrate,0.0,1.0
C0362,monomethyl succinate,0.0,1.0
C0362,n-butanol,0.0,1.0
C0362,octanoic acid,0.0,1.0
C0362,propanediol,0.0,1.0
C0362,putrescine,0.0,1.0
C0362,xylose(4),0.0,1.0
C0362,Δgnd,0.0,1.0
C0362,Δpgi,0.0,1.0
C0362,Δpts,0.0,1.0
C0362,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
C0362,Δsdh,0.0,1.0
C0362,Δtpi,0.0,1.0
aas,2 3-butanediol,0.0,1.0
aas,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
aas,37 celsius,1.0591475642880714,0.578766032794658
aas,42 celsius,0.0,1.0
aas,511145,1.0,0.608308665107283
aas,CaCl2(0.1),1.0,0.608308665107283
aas,D-2-deoxyribose,0.0,1.0
aas,D-arabinose,0.0,1.0
aas,D-lyxose,0.0,1.0
aas,GMOS,0.0,1.0
aas,KH2PO4(3) Na2HPO4(6.8),1.0,0.608308665107283
aas,M9,1.0,0.608308665107283
aas,MgSO4(0.24),1.0,0.608308665107283
aas,NH4Cl(1),1.0,0.608308665107283
aas,NaCl(0.5g/L) trace elements,2.149357654212023,0.2579397788154451
aas,U-13C glucose(2),0.0,1.0
aas,WT,1.122267704738208,0.5490165246061847
aas,acetate(4),0.0,1.0
aas,adipic acid,0.0,1.0
aas,coumaric acid,0.0,1.0
aas,glucose(2),0.0,1.0
aas,glucose(4),0.0,1.0
aas,glucose(4) or acetate(4),0.0,1.0
aas,glucose(4) or glycerol(2.5),0.0,1.0
aas,glucose(4) or xylose(4),19.439355385920273,0.0057942500247974375
aas,glutaric acid,0.0,1.0
aas,glycerol(2.5),0.0,1.0
aas,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
aas,hexamethylenediamine,0.0,1.0
aas,hexanoic acid,0.0,1.0
aas,isobutyric acid,0.0,1.0
aas,m-tartrate,0.0,1.0
aas,monomethyl succinate,0.0,1.0
aas,n-butanol,0.0,1.0
aas,octanoic acid,0.0,1.0
aas,propanediol,0.0,1.0
aas,putrescine,0.0,1.0
aas,xylose(4),0.0,1.0
aas,Δgnd,0.0,1.0
aas,Δpgi,0.0,1.0
aas,Δpts,0.0,1.0
aas,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
aas,Δsdh,0.0,1.0
aas,Δtpi,0.0,1.0
aat,2 3-butanediol,0.0,1.0
aat,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
aat,37 celsius,1.0591340541089285,0.6312847961277182
aat,42 celsius,0.0,1.0
aat,511145,1.0,0.651359364589521
aat,CaCl2(0.1),1.0,0.651359364589521
aat,D-2-deoxyribose,0.0,1.0
aat,D-arabinose,0.0,1.0
aat,D-lyxose,0.0,1.0
aat,GMOS,0.0,1.0
aat,KH2PO4(3) Na2HPO4(6.8),1.0,0.651359364589521
aat,M9,1.0,0.651359364589521
aat,MgSO4(0.24),1.0,0.651359364589521
aat,NH4Cl(1),1.0,0.651359364589521
aat,NaCl(0.5g/L) trace elements,0.0,1.0
aat,U-13C glucose(2),0.0,1.0
aat,WT,1.1222382710105387,0.6110109946092557
aat,acetate(4),0.0,1.0
aat,adipic acid,0.0,1.0
aat,coumaric acid,0.0,1.0
aat,glucose(2),2.0147533425541724,0.4154894665220394
aat,glucose(4),0.0,1.0
aat,glucose(4) or acetate(4),0.0,1.0
aat,glucose(4) or glycerol(2.5),0.0,1.0
aat,glucose(4) or xylose(4),0.0,1.0
aat,glutaric acid,0.0,1.0
aat,glycerol(2.5),0.0,1.0
aat,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
aat,hexamethylenediamine,22.06782106782107,0.04918468670413867
aat,hexanoic acid,0.0,1.0
aat,isobutyric acid,0.0,1.0
aat,m-tartrate,0.0,1.0
aat,monomethyl succinate,0.0,1.0
aat,n-butanol,0.0,1.0
aat,octanoic acid,0.0,1.0
aat,propanediol,0.0,1.0
aat,putrescine,0.0,1.0
aat,xylose(4),0.0,1.0
aat,Δgnd,0.0,1.0
aat,Δpgi,0.0,1.0
aat,Δpts,0.0,1.0
aat,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
aat,Δsdh,0.0,1.0
aat,Δtpi,0.0,1.0
abgA,2 3-butanediol,0.0,1.0
abgA,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
abgA,37 celsius,1.0591340541089285,0.6312847961277182
abgA,42 celsius,0.0,1.0
abgA,511145,1.0,0.651359364589521
abgA,CaCl2(0.1),1.0,0.651359364589521
abgA,D-2-deoxyribose,11.22369714847591,0.09400117518433006
abgA,D-arabinose,0.0,1.0
abgA,D-lyxose,0.0,1.0
abgA,GMOS,0.0,1.0
abgA,KH2PO4(3) Na2HPO4(6.8),1.0,0.651359364589521
abgA,M9,1.0,0.651359364589521
abgA,MgSO4(0.24),1.0,0.651359364589521
abgA,NH4Cl(1),1.0,0.651359364589521
abgA,NaCl(0.5g/L) trace elements,2.148850659216782,0.3960803661926532
abgA,U-13C glucose(2),0.0,1.0
abgA,WT,1.1222382710105387,0.6110109946092557
abgA,acetate(4),0.0,1.0
abgA,adipic acid,0.0,1.0
abgA,coumaric acid,0.0,1.0
abgA,glucose(2),0.0,1.0
abgA,glucose(4),0.0,1.0
abgA,glucose(4) or acetate(4),0.0,1.0
abgA,glucose(4) or glycerol(2.5),0.0,1.0
abgA,glucose(4) or xylose(4),0.0,1.0
abgA,glutaric acid,0.0,1.0
abgA,glycerol(2.5),0.0,1.0
abgA,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
abgA,hexamethylenediamine,0.0,1.0
abgA,hexanoic acid,0.0,1.0
abgA,isobutyric acid,0.0,1.0
abgA,m-tartrate,0.0,1.0
abgA,monomethyl succinate,0.0,1.0
abgA,n-butanol,0.0,1.0
abgA,octanoic acid,0.0,1.0
abgA,propanediol,0.0,1.0
abgA,putrescine,0.0,1.0
abgA,xylose(4),0.0,1.0
abgA,Δgnd,0.0,1.0
abgA,Δpgi,0.0,1.0
abgA,Δpts,0.0,1.0
abgA,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
abgA,Δsdh,0.0,1.0
abgA,Δtpi,0.0,1.0
abgA/abgR,2 3-butanediol,0.0,1.0
abgA/abgR,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
abgA/abgR,37 celsius,1.0591340541089285,0.6312847961277182
abgA/abgR,42 celsius,0.0,1.0
abgA/abgR,511145,1.0,0.651359364589521
abgA/abgR,CaCl2(0.1),1.0,0.651359364589521
abgA/abgR,D-2-deoxyribose,11.22369714847591,0.09400117518433006
abgA/abgR,D-arabinose,0.0,1.0
abgA/abgR,D-lyxose,0.0,1.0
abgA/abgR,GMOS,0.0,1.0
abgA/abgR,KH2PO4(3) Na2HPO4(6.8),1.0,0.651359364589521
abgA/abgR,M9,1.0,0.651359364589521
abgA/abgR,MgSO4(0.24),1.0,0.651359364589521
abgA/abgR,NH4Cl(1),1.0,0.651359364589521
abgA/abgR,NaCl(0.5g/L) trace elements,2.148850659216782,0.3960803661926532
abgA/abgR,U-13C glucose(2),0.0,1.0
abgA/abgR,WT,1.1222382710105387,0.6110109946092557
abgA/abgR,acetate(4),0.0,1.0
abgA/abgR,adipic acid,0.0,1.0
abgA/abgR,coumaric acid,0.0,1.0
abgA/abgR,glucose(2),0.0,1.0
abgA/abgR,glucose(4),0.0,1.0
abgA/abgR,glucose(4) or acetate(4),0.0,1.0
abgA/abgR,glucose(4) or glycerol(2.5),0.0,1.0
abgA/abgR,glucose(4) or xylose(4),0.0,1.0
abgA/abgR,glutaric acid,0.0,1.0
abgA/abgR,glycerol(2.5),0.0,1.0
abgA/abgR,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
abgA/abgR,hexamethylenediamine,0.0,1.0
abgA/abgR,hexanoic acid,0.0,1.0
abgA/abgR,isobutyric acid,0.0,1.0
abgA/abgR,m-tartrate,0.0,1.0
abgA/abgR,monomethyl succinate,0.0,1.0
abgA/abgR,n-butanol,0.0,1.0
abgA/abgR,octanoic acid,0.0,1.0
abgA/abgR,propanediol,0.0,1.0
abgA/abgR,putrescine,0.0,1.0
abgA/abgR,xylose(4),0.0,1.0
abgA/abgR,Δgnd,0.0,1.0
abgA/abgR,Δpgi,0.0,1.0
abgA/abgR,Δpts,0.0,1.0
abgA/abgR,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
abgA/abgR,Δsdh,0.0,1.0
abgA/abgR,Δtpi,0.0,1.0
abgB,2 3-butanediol,0.0,1.0
abgB,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
abgB,37 celsius,0.3285392479639577,0.949907051160351
abgB,42 celsius,14.180272108843537,0.010071930147526945
abgB,511145,1.0,0.5887178912138932
abgB,CaCl2(0.1),1.0,0.5887178912138932
abgB,D-2-deoxyribose,3.4816905706438814,0.25637348875668226
abgB,D-arabinose,0.0,1.0
abgB,D-lyxose,0.0,1.0
abgB,GMOS,0.0,1.0
abgB,KH2PO4(3) Na2HPO4(6.8),1.0,0.5887178912138932
abgB,M9,1.0,0.5887178912138932
abgB,MgSO4(0.24),1.0,0.5887178912138932
abgB,NH4Cl(1),1.0,0.5887178912138932
abgB,NaCl(0.5g/L) trace elements,2.1498650968849646,0.18152378823324997
abgB,U-13C glucose(2),0.0,1.0
abgB,WT,1.1222971526439736,0.5152243303874126
abgB,acetate(4),0.0,1.0
abgB,adipic acid,0.0,1.0
abgB,coumaric acid,0.0,1.0
abgB,glucose(2),0.0,1.0
abgB,glucose(4),4.283257747543462,0.08677283520669693
abgB,glucose(4) or acetate(4),0.0,1.0
abgB,glucose(4) or glycerol(2.5),0.0,1.0
abgB,glucose(4) or xylose(4),0.0,1.0
abgB,glutaric acid,0.0,1.0
abgB,glycerol(2.5),0.0,1.0
abgB,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
abgB,hexamethylenediamine,0.0,1.0
abgB,hexanoic acid,0.0,1.0
abgB,isobutyric acid,0.0,1.0
abgB,m-tartrate,0.0,1.0
abgB,monomethyl succinate,0.0,1.0
abgB,n-butanol,0.0,1.0
abgB,octanoic acid,0.0,1.0
abgB,propanediol,0.0,1.0
abgB,putrescine,0.0,1.0
abgB,xylose(4),0.0,1.0
abgB,Δgnd,0.0,1.0
abgB,Δpgi,0.0,1.0
abgB,Δpts,0.0,1.0
abgB,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
abgB,Δsdh,0.0,1.0
abgB,Δtpi,0.0,1.0
abgR,2 3-butanediol,0.0,1.0
abgR,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
abgR,37 celsius,1.0591340541089285,0.6312847961277182
abgR,42 celsius,0.0,1.0
abgR,511145,1.0,0.651359364589521
abgR,CaCl2(0.1),1.0,0.651359364589521
abgR,D-2-deoxyribose,11.22369714847591,0.09400117518433006
abgR,D-arabinose,0.0,1.0
abgR,D-lyxose,0.0,1.0
abgR,GMOS,0.0,1.0
abgR,KH2PO4(3) Na2HPO4(6.8),1.0,0.651359364589521
abgR,M9,1.0,0.651359364589521
abgR,MgSO4(0.24),1.0,0.651359364589521
abgR,NH4Cl(1),1.0,0.651359364589521
abgR,NaCl(0.5g/L) trace elements,2.148850659216782,0.3960803661926532
abgR,U-13C glucose(2),0.0,1.0
abgR,WT,1.1222382710105387,0.6110109946092557
abgR,acetate(4),0.0,1.0
abgR,adipic acid,0.0,1.0
abgR,coumaric acid,0.0,1.0
abgR,glucose(2),0.0,1.0
abgR,glucose(4),0.0,1.0
abgR,glucose(4) or acetate(4),0.0,1.0
abgR,glucose(4) or glycerol(2.5),0.0,1.0
abgR,glucose(4) or xylose(4),0.0,1.0
abgR,glutaric acid,0.0,1.0
abgR,glycerol(2.5),0.0,1.0
abgR,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
abgR,hexamethylenediamine,0.0,1.0
abgR,hexanoic acid,0.0,1.0
abgR,isobutyric acid,0.0,1.0
abgR,m-tartrate,0.0,1.0
abgR,monomethyl succinate,0.0,1.0
abgR,n-butanol,0.0,1.0
abgR,octanoic acid,0.0,1.0
abgR,propanediol,0.0,1.0
abgR,putrescine,0.0,1.0
abgR,xylose(4),0.0,1.0
abgR,Δgnd,0.0,1.0
abgR,Δpgi,0.0,1.0
abgR,Δpts,0.0,1.0
abgR,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
abgR,Δsdh,0.0,1.0
abgR,Δtpi,0.0,1.0
abpA,2 3-butanediol,0.0,1.0
abpA,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
abpA,37 celsius,1.0591475642880714,0.578766032794658
abpA,42 celsius,0.0,1.0
abpA,511145,1.0,0.608308665107283
abpA,CaCl2(0.1),1.0,0.608308665107283
abpA,D-2-deoxyribose,0.0,1.0
abpA,D-arabinose,0.0,1.0
abpA,D-lyxose,0.0,1.0
abpA,GMOS,0.0,1.0
abpA,KH2PO4(3) Na2HPO4(6.8),1.0,0.608308665107283
abpA,M9,1.0,0.608308665107283
abpA,MgSO4(0.24),1.0,0.608308665107283
abpA,NH4Cl(1),1.0,0.608308665107283
abpA,NaCl(0.5g/L) trace elements,1.0176444640494045,0.6353219908276029
abpA,U-13C glucose(2),0.0,1.0
abpA,WT,1.122267704738208,0.5490165246061847
abpA,acetate(4),0.0,1.0
abpA,adipic acid,0.0,1.0
abpA,coumaric acid,0.0,1.0
abpA,glucose(2),0.9541384581786416,0.6583883133067698
abpA,glucose(4),0.0,1.0
abpA,glucose(4) or acetate(4),0.0,1.0
abpA,glucose(4) or glycerol(2.5),0.0,1.0
abpA,glucose(4) or xylose(4),9.172903742245348,0.10848819450458144
abpA,glutaric acid,0.0,1.0
abpA,glycerol(2.5),0.0,1.0
abpA,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
abpA,hexamethylenediamine,0.0,1.0
abpA,hexanoic acid,16.01568490763332,0.06390423011186872
abpA,isobutyric acid,0.0,1.0
abpA,m-tartrate,0.0,1.0
abpA,monomethyl succinate,0.0,1.0
abpA,n-butanol,0.0,1.0
abpA,octanoic acid,0.0,1.0
abpA,propanediol,0.0,1.0
abpA,putrescine,0.0,1.0
abpA,xylose(4),0.0,1.0
abpA,Δgnd,0.0,1.0
abpA,Δpgi,0.0,1.0
abpA,Δpts,0.0,1.0
abpA,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
abpA,Δsdh,0.0,1.0
abpA,Δtpi,0.0,1.0
abpA/yfjM,2 3-butanediol,0.0,1.0
abpA/yfjM,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
abpA/yfjM,37 celsius,1.0591340541089285,0.6312847961277182
abpA/yfjM,42 celsius,0.0,1.0
abpA/yfjM,511145,1.0,0.651359364589521
abpA/yfjM,CaCl2(0.1),1.0,0.651359364589521
abpA/yfjM,D-2-deoxyribose,0.0,1.0
abpA/yfjM,D-arabinose,0.0,1.0
abpA/yfjM,D-lyxose,0.0,1.0
abpA/yfjM,GMOS,0.0,1.0
abpA/yfjM,KH2PO4(3) Na2HPO4(6.8),1.0,0.651359364589521
abpA/yfjM,M9,1.0,0.651359364589521
abpA/yfjM,MgSO4(0.24),1.0,0.651359364589521
abpA/yfjM,NH4Cl(1),1.0,0.651359364589521
abpA/yfjM,NaCl(0.5g/L) trace elements,0.0,1.0
abpA/yfjM,U-13C glucose(2),0.0,1.0
abpA/yfjM,WT,1.1222382710105387,0.6110109946092557
abpA/yfjM,acetate(4),0.0,1.0
abpA/yfjM,adipic acid,0.0,1.0
abpA/yfjM,coumaric acid,0.0,1.0
abpA/yfjM,glucose(2),2.0147533425541724,0.4154894665220394
abpA/yfjM,glucose(4),0.0,1.0
abpA/yfjM,glucose(4) or acetate(4),0.0,1.0
abpA/yfjM,glucose(4) or glycerol(2.5),0.0,1.0
abpA/yfjM,glucose(4) or xylose(4),0.0,1.0
abpA/yfjM,glutaric acid,22.55850540806293,0.04814805947690268
abpA/yfjM,glycerol(2.5),0.0,1.0
abpA/yfjM,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
abpA/yfjM,hexamethylenediamine,0.0,1.0
abpA/yfjM,hexanoic acid,0.0,1.0
abpA/yfjM,isobutyric acid,0.0,1.0
abpA/yfjM,m-tartrate,0.0,1.0
abpA/yfjM,monomethyl succinate,0.0,1.0
abpA/yfjM,n-butanol,0.0,1.0
abpA/yfjM,octanoic acid,0.0,1.0
abpA/yfjM,propanediol,0.0,1.0
abpA/yfjM,putrescine,0.0,1.0
abpA/yfjM,xylose(4),0.0,1.0
abpA/yfjM,Δgnd,0.0,1.0
abpA/yfjM,Δpgi,0.0,1.0
abpA/yfjM,Δpts,0.0,1.0
abpA/yfjM,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
abpA/yfjM,Δsdh,0.0,1.0
abpA/yfjM,Δtpi,0.0,1.0
abrB,2 3-butanediol,0.0,1.0
abrB,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
abrB,37 celsius,1.0591340541089285,0.6312847961277182
abrB,42 celsius,0.0,1.0
abrB,511145,1.0,0.651359364589521
abrB,CaCl2(0.1),1.0,0.651359364589521
abrB,D-2-deoxyribose,0.0,1.0
abrB,D-arabinose,0.0,1.0
abrB,D-lyxose,0.0,1.0
abrB,GMOS,0.0,1.0
abrB,KH2PO4(3) Na2HPO4(6.8),1.0,0.651359364589521
abrB,M9,1.0,0.651359364589521
abrB,MgSO4(0.24),1.0,0.651359364589521
abrB,NH4Cl(1),1.0,0.651359364589521
abrB,NaCl(0.5g/L) trace elements,2.148850659216782,0.3960803661926532
abrB,U-13C glucose(2),0.0,1.0
abrB,WT,1.1222382710105387,0.6110109946092557
abrB,acetate(4),0.0,1.0
abrB,adipic acid,0.0,1.0
abrB,coumaric acid,0.0,1.0
abrB,glucose(2),0.0,1.0
abrB,glucose(4),6.656832526053134,0.15272991183060727
abrB,glucose(4) or acetate(4),0.0,1.0
abrB,glucose(4) or glycerol(2.5),0.0,1.0
abrB,glucose(4) or xylose(4),0.0,1.0
abrB,glutaric acid,0.0,1.0
abrB,glycerol(2.5),0.0,1.0
abrB,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
abrB,hexamethylenediamine,0.0,1.0
abrB,hexanoic acid,0.0,1.0
abrB,isobutyric acid,0.0,1.0
abrB,m-tartrate,0.0,1.0
abrB,monomethyl succinate,0.0,1.0
abrB,n-butanol,0.0,1.0
abrB,octanoic acid,0.0,1.0
abrB,propanediol,0.0,1.0
abrB,putrescine,0.0,1.0
abrB,xylose(4),0.0,1.0
abrB,Δgnd,0.0,1.0
abrB,Δpgi,0.0,1.0
abrB,Δpts,0.0,1.0
abrB,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
abrB,Δsdh,0.0,1.0
abrB,Δtpi,0.0,1.0
aceK,2 3-butanediol,0.0,1.0
aceK,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
aceK,37 celsius,1.0591340541089285,0.6312847961277182
aceK,42 celsius,0.0,1.0
aceK,511145,1.0,0.651359364589521
aceK,CaCl2(0.1),1.0,0.651359364589521
aceK,D-2-deoxyribose,0.0,1.0
aceK,D-arabinose,0.0,1.0
aceK,D-lyxose,0.0,1.0
aceK,GMOS,0.0,1.0
aceK,KH2PO4(3) Na2HPO4(6.8),1.0,0.651359364589521
aceK,M9,1.0,0.651359364589521
aceK,MgSO4(0.24),1.0,0.651359364589521
aceK,NH4Cl(1),1.0,0.651359364589521
aceK,NaCl(0.5g/L) trace elements,0.0,1.0
aceK,U-13C glucose(2),0.0,1.0
aceK,WT,1.1222382710105387,0.6110109946092557
aceK,acetate(4),0.0,1.0
aceK,adipic acid,0.0,1.0
aceK,coumaric acid,0.0,1.0
aceK,glucose(2),2.0147533425541724,0.4154894665220394
aceK,glucose(4),0.0,1.0
aceK,glucose(4) or acetate(4),0.0,1.0
aceK,glucose(4) or glycerol(2.5),0.0,1.0
aceK,glucose(4) or xylose(4),0.0,1.0
aceK,glutaric acid,22.55850540806293,0.04814805947690268
aceK,glycerol(2.5),0.0,1.0
aceK,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
aceK,hexamethylenediamine,0.0,1.0
aceK,hexanoic acid,0.0,1.0
aceK,isobutyric acid,0.0,1.0
aceK,m-tartrate,0.0,1.0
aceK,monomethyl succinate,0.0,1.0
aceK,n-butanol,0.0,1.0
aceK,octanoic acid,0.0,1.0
aceK,propanediol,0.0,1.0
aceK,putrescine,0.0,1.0
aceK,xylose(4),0.0,1.0
aceK,Δgnd,0.0,1.0
aceK,Δpgi,0.0,1.0
aceK,Δpts,0.0,1.0
aceK,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
aceK,Δsdh,0.0,1.0
aceK,Δtpi,0.0,1.0
ackA,2 3-butanediol,0.0,1.0
ackA,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
ackA,37 celsius,1.0591475642880714,0.578766032794658
ackA,42 celsius,0.0,1.0
ackA,511145,1.0,0.608308665107283
ackA,CaCl2(0.1),1.0,0.608308665107283
ackA,D-2-deoxyribose,0.0,1.0
ackA,D-arabinose,0.0,1.0
ackA,D-lyxose,0.0,1.0
ackA,GMOS,0.0,1.0
ackA,KH2PO4(3) Na2HPO4(6.8),1.0,0.608308665107283
ackA,M9,1.0,0.608308665107283
ackA,MgSO4(0.24),1.0,0.608308665107283
