mutated features,condition,odd ratio,p value
AdiY,chloramphenicol,0.0,1.0
AdiY,chloramphenicol(25),0.0,1.0
AdiY,coumaric acid,0.0,1.0
AdiY,doxycycline,0.0,1.0
AdiY,ethylene glycol(30mM),0.0,1.0
AdiY,gentamycin(0.03),4.2709613696224755,0.03674696134534881
AdiY,glucose(1),0.0,1.0
AdiY,glucose(2),1.1304650704950554,0.47992098759716056
AdiY,glucose(3),0.0,1.0
AdiY,glucose(4),1.364103472714387,0.43653607175074893
AdiY,glucose(4) or acetate(4),0.0,1.0
AdiY,glucose(4) or glycerol(2.5),0.0,1.0
AdiY,glucose(4) or xylose(4),3.8757975960825046,0.23051776578300298
AdiY,glucose-evolved BOP1000,0.0,1.0
AdiY,glutaric acid,0.0,1.0
AdiY,glycerol(2.5),0.0,1.0
AdiY,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
AdiY,hexamethylenediamine,0.0,1.0
AdiY,hexanoic acid,0.0,1.0
AdiY,isobutanol(8g/L),0.0,1.0
AdiY,isobutyric acid,0.0,1.0
AdiY,m-tartrate,0.0,1.0
AdiY,n-butanol,0.0,1.0
AdiY,none,0.0,1.0
AdiY,octanoic acid,0.0,1.0
AdiY,pBGT,0.0,1.0
AdiY,propanediol,0.0,1.0
AdiY,putrescine,0.0,1.0
AdiY,thiaminne hydrochloride(0.3µM) Ga(NO3)3(100mg/L),0.0,1.0
AdiY,trimethoprim,0.0,1.0
AdiY,xylose(4),0.0,1.0
AdiY,Δgnd glucose M9 pre-evolved,0.0,1.0
AdiY,Δpgi,0.0,1.0
AdiY,Δpgi glucose M9 pre-evolved,0.0,1.0
AdiY,ΔptsHI-crr glucose M9 pre-evolved,0.0,1.0
AdiY,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
AdiY,ΔsdhCDAB glucose M9 pre-evolved,0.0,1.0
AdiY,ΔtpiA,0.0,1.0
AdiY,ΔtpiA glucose M9 pre-evolved,0.0,1.0
AgaR,(NH4)2SO4(1),0.0,1.0
AgaR,(NH4)2SO4(1) MgSO4,0.0,1.0
AgaR,(NH4)2SO4(2),0.0,1.0
AgaR,(NH4)2SO4(2) MgSO4(0.12),0.0,1.0
AgaR,2 3-butanediol,0.0,1.0
AgaR,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
AgaR,30 celsius,0.0,1.0
AgaR,37 celsius,1.131387783462826,0.4857191513414405
AgaR,42 celsius,0.0,1.0
AgaR,511145,1.0,0.5769164380805712
AgaR,B. melitensis pgi,0.0,1.0
AgaR,C13H10N2O(0.168184),0.0,1.0
AgaR,C6H5FeO7(0.00049) casamino(5) WT P. aeruginosa toxins(),0.0,1.0
AgaR,C6H5FeO7(0.00049) casamino(5) pvdJ KO P. aeruginosa toxins(),0.0,1.0
AgaR,CaCl2(0.1),0.8197199339194837,0.7039441940199513
AgaR,CaCl2(0.1mM),0.0,1.0
AgaR,D-2-deoxyribose,0.0,1.0
AgaR,D-arabinose,0.0,1.0
AgaR,D-lyxose,0.0,1.0
AgaR,E. coli K-12 MG1655 pCA24N-fucO,0.0,1.0
AgaR,GMOS,0.0,1.0
AgaR,H. sapien pgi,0.0,1.0
AgaR,H. sapien tpiA,0.0,1.0
AgaR,JCL260,11.612305411415864,0.014278984643317432
AgaR,K2HPO4(5.3) KH2PO4(2),0.0,1.0
AgaR,KH2PO4(13.6),0.0,1.0
AgaR,KH2PO4(3) Na2HPO4(6.78),0.0,1.0
AgaR,KH2PO4(3) Na2HPO4(6.8),0.8275071312713239,0.6991942353207652
AgaR,LB,3.241243014856208,0.0030720883942791832
AgaR,M63,0.0,1.0
AgaR,M9,0.8197199339194837,0.7039441940199513
AgaR,MS57,0.0,1.0
AgaR,MgSO4(0.24),0.8275071312713239,0.6991942353207652
AgaR,MgSO4(1mM),0.0,1.0
AgaR,NH4Cl(1),0.5836703005208165,0.8542448364679027
AgaR,NaCl(0.5g/L) trace elements,0.8815106794733281,0.6669559650142002
AgaR,P. aerophilum pgi,36.0,0.028565163855543
AgaR,P. aerophilum tpiA,0.0,1.0
AgaR,PQ(0.8mM),0.0,1.0
AgaR,U-13C glucose(2),0.0,1.0
AgaR,V. cholerae pgi,0.0,1.0
AgaR,V. cholerae tpiA,0.0,1.0
AgaR,WT,0.5143578762422446,0.8571453006268258
AgaR,acetate(4),0.0,1.0
AgaR,adipic acid,0.0,1.0
AgaR,bla-TEM-1,0.0,1.0
AgaR,ceftazidime,0.0,1.0
AgaR,chloramphenicol,0.0,1.0
AgaR,chloramphenicol(25),0.0,1.0
AgaR,coumaric acid,0.0,1.0
AgaR,doxycycline,0.0,1.0
AgaR,ethylene glycol(30mM),0.0,1.0
AgaR,gentamycin(0.03),0.0,1.0
AgaR,glucose(1),0.0,1.0
AgaR,glucose(2),0.0,1.0
AgaR,glucose(3),9.577723378212974,0.02042610792054271
AgaR,glucose(4),2.441978440076094,0.20665140739228738
AgaR,glucose(4) or acetate(4),0.0,1.0
AgaR,glucose(4) or glycerol(2.5),0.0,1.0
AgaR,glucose(4) or xylose(4),0.0,1.0
AgaR,glucose-evolved BOP1000,0.0,1.0
AgaR,glutaric acid,0.0,1.0
AgaR,glycerol(2.5),0.0,1.0
AgaR,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
AgaR,hexamethylenediamine,0.0,1.0
AgaR,hexanoic acid,0.0,1.0
AgaR,isobutanol(8g/L),11.612305411415864,0.014278984643317432
AgaR,isobutyric acid,0.0,1.0
AgaR,m-tartrate,0.0,1.0
AgaR,n-butanol,0.0,1.0
AgaR,none,0.0,1.0
AgaR,octanoic acid,0.0,1.0
AgaR,pBGT,0.0,1.0
AgaR,propanediol,0.0,1.0
AgaR,putrescine,0.0,1.0
AgaR,thiaminne hydrochloride(0.3µM) Ga(NO3)3(100mg/L),0.0,1.0
AgaR,trimethoprim,0.0,1.0
AgaR,xylose(4),0.0,1.0
AgaR,Δgnd glucose M9 pre-evolved,0.0,1.0
AgaR,Δpgi,0.0,1.0
AgaR,Δpgi glucose M9 pre-evolved,0.0,1.0
AgaR,ΔptsHI-crr glucose M9 pre-evolved,0.0,1.0
AgaR,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
AgaR,ΔsdhCDAB glucose M9 pre-evolved,0.0,1.0
AgaR,ΔtpiA,0.0,1.0
AgaR,ΔtpiA glucose M9 pre-evolved,0.0,1.0
AidB,(NH4)2SO4(1),0.0,1.0
AidB,(NH4)2SO4(1) MgSO4,0.0,1.0
AidB,(NH4)2SO4(2),0.0,1.0
AidB,(NH4)2SO4(2) MgSO4(0.12),0.0,1.0
AidB,2 3-butanediol,0.0,1.0
AidB,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
AidB,30 celsius,7.015807436680438,0.13904508092626855
AidB,37 celsius,0.5358192326960319,0.8464834306390823
AidB,42 celsius,0.0,1.0
AidB,511145,1.0,0.6082856105952799
AidB,B. melitensis pgi,0.0,1.0
AidB,C13H10N2O(0.168184),0.0,1.0
AidB,C6H5FeO7(0.00049) casamino(5) WT P. aeruginosa toxins(),0.0,1.0
AidB,C6H5FeO7(0.00049) casamino(5) pvdJ KO P. aeruginosa toxins(),0.0,1.0
AidB,CaCl2(0.1),1.730987992416263,0.3420047157953477
AidB,CaCl2(0.1mM),0.0,1.0
AidB,D-2-deoxyribose,0.0,1.0
AidB,D-arabinose,0.0,1.0
AidB,D-lyxose,0.0,1.0
AidB,E. coli K-12 MG1655 pCA24N-fucO,0.0,1.0
AidB,GMOS,0.0,1.0
AidB,H. sapien pgi,0.0,1.0
AidB,H. sapien tpiA,0.0,1.0
AidB,JCL260,0.0,1.0
AidB,K2HPO4(5.3) KH2PO4(2),0.0,1.0
AidB,KH2PO4(13.6),0.0,1.0
AidB,KH2PO4(3) Na2HPO4(6.78),0.0,1.0
AidB,KH2PO4(3) Na2HPO4(6.8),1.7474318101310662,0.33801093353385436
AidB,LB,0.0,1.0
AidB,M63,0.0,1.0
AidB,M9,1.730987992416263,0.3420047157953477
AidB,MS57,0.0,1.0
AidB,MgSO4(0.24),1.7474318101310662,0.33801093353385436
AidB,MgSO4(1mM),0.0,1.0
AidB,NH4Cl(1),1.2325343167383733,0.5012776716633378
AidB,NaCl(0.5g/L) trace elements,1.8614682808231195,0.31203677136654073
AidB,P. aerophilum pgi,0.0,1.0
AidB,P. aerophilum tpiA,0.0,1.0
AidB,PQ(0.8mM),0.0,1.0
AidB,U-13C glucose(2),0.0,1.0
AidB,V. cholerae pgi,0.0,1.0
AidB,V. cholerae tpiA,0.0,1.0
AidB,WT,2.2301056076156476,0.24511127797227766
AidB,acetate(4),0.0,1.0
AidB,adipic acid,0.0,1.0
AidB,bla-TEM-1,0.0,1.0
AidB,ceftazidime,0.0,1.0
AidB,chloramphenicol,0.0,1.0
AidB,chloramphenicol(25),0.0,1.0
AidB,coumaric acid,0.0,1.0
AidB,doxycycline,0.0,1.0
AidB,ethylene glycol(30mM),0.0,1.0
AidB,gentamycin(0.03),0.0,1.0
AidB,glucose(1),0.0,1.0
AidB,glucose(2),0.9816019449372495,0.6482113366966695
AidB,glucose(3),0.0,1.0
AidB,glucose(4),0.0,1.0
AidB,glucose(4) or acetate(4),0.0,1.0
AidB,glucose(4) or glycerol(2.5),0.0,1.0
AidB,glucose(4) or xylose(4),0.0,1.0
AidB,glucose-evolved BOP1000,0.0,1.0
AidB,glutaric acid,0.0,1.0
AidB,glycerol(2.5),17.878560036454772,0.05732834900170138
AidB,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
AidB,hexamethylenediamine,0.0,1.0
AidB,hexanoic acid,0.0,1.0
AidB,isobutanol(8g/L),0.0,1.0
AidB,isobutyric acid,0.0,1.0
AidB,m-tartrate,0.0,1.0
AidB,n-butanol,0.0,1.0
AidB,none,0.0,1.0
AidB,octanoic acid,0.0,1.0
AidB,pBGT,0.0,1.0
AidB,propanediol,0.0,1.0
AidB,putrescine,0.0,1.0
AidB,thiaminne hydrochloride(0.3µM) Ga(NO3)3(100mg/L),0.0,1.0
AidB,trimethoprim,0.0,1.0
AidB,xylose(4),0.0,1.0
AidB,Δgnd glucose M9 pre-evolved,0.0,1.0
AidB,Δpgi,0.0,1.0
AidB,Δpgi glucose M9 pre-evolved,0.0,1.0
AidB,ΔptsHI-crr glucose M9 pre-evolved,0.0,1.0
AidB,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
AidB,ΔsdhCDAB glucose M9 pre-evolved,0.0,1.0
AidB,ΔtpiA,0.0,1.0
AidB,ΔtpiA glucose M9 pre-evolved,0.0,1.0
AlaS,(NH4)2SO4(1),0.0,1.0
AlaS,(NH4)2SO4(1) MgSO4,0.0,1.0
AlaS,(NH4)2SO4(2),0.0,1.0
AlaS,(NH4)2SO4(2) MgSO4(0.12),0.0,1.0
AlaS,2 3-butanediol,0.0,1.0
AlaS,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
AlaS,30 celsius,0.0,1.0
AlaS,37 celsius,1.1313504467809667,0.5448530744192979
AlaS,42 celsius,0.0,1.0
AlaS,511145,1.0,0.6082856105952799
AlaS,B. melitensis pgi,0.0,1.0
AlaS,C13H10N2O(0.168184),0.0,1.0
AlaS,C6H5FeO7(0.00049) casamino(5) WT P. aeruginosa toxins(),0.0,1.0
AlaS,C6H5FeO7(0.00049) casamino(5) pvdJ KO P. aeruginosa toxins(),0.0,1.0
AlaS,CaCl2(0.1),0.0,1.0
AlaS,CaCl2(0.1mM),0.0,1.0
AlaS,D-2-deoxyribose,0.0,1.0
AlaS,D-arabinose,0.0,1.0
AlaS,D-lyxose,0.0,1.0
AlaS,E. coli K-12 MG1655 pCA24N-fucO,0.0,1.0
AlaS,GMOS,0.0,1.0
AlaS,H. sapien pgi,0.0,1.0
AlaS,H. sapien tpiA,0.0,1.0
AlaS,JCL260,24.52112676056338,0.003691839648531099
AlaS,K2HPO4(5.3) KH2PO4(2),0.0,1.0
AlaS,KH2PO4(13.6),0.0,1.0
AlaS,KH2PO4(3) Na2HPO4(6.78),0.0,1.0
AlaS,KH2PO4(3) Na2HPO4(6.8),0.0,1.0
AlaS,LB,9.726454954341012,3.813262664222072e-06
AlaS,M63,0.0,1.0
AlaS,M9,0.0,1.0
AlaS,MS57,0.0,1.0
AlaS,MgSO4(0.24),0.0,1.0
AlaS,MgSO4(1mM),0.0,1.0
AlaS,NH4Cl(1),0.0,1.0
AlaS,NaCl(0.5g/L) trace elements,0.0,1.0
AlaS,P. aerophilum pgi,0.0,1.0
AlaS,P. aerophilum tpiA,0.0,1.0
AlaS,PQ(0.8mM),0.0,1.0
AlaS,U-13C glucose(2),0.0,1.0
AlaS,V. cholerae pgi,0.0,1.0
AlaS,V. cholerae tpiA,0.0,1.0
AlaS,WT,0.0,1.0
AlaS,acetate(4),0.0,1.0
AlaS,adipic acid,0.0,1.0
AlaS,bla-TEM-1,0.0,1.0
AlaS,ceftazidime,0.0,1.0
AlaS,chloramphenicol,0.0,1.0
AlaS,chloramphenicol(25),0.0,1.0
AlaS,coumaric acid,0.0,1.0
AlaS,doxycycline,0.0,1.0
AlaS,ethylene glycol(30mM),0.0,1.0
AlaS,gentamycin(0.03),0.0,1.0
AlaS,glucose(1),0.0,1.0
AlaS,glucose(2),0.0,1.0
AlaS,glucose(3),20.224806201550386,0.005347353654823777
AlaS,glucose(4),0.0,1.0
AlaS,glucose(4) or acetate(4),0.0,1.0
AlaS,glucose(4) or glycerol(2.5),0.0,1.0
AlaS,glucose(4) or xylose(4),0.0,1.0
AlaS,glucose-evolved BOP1000,0.0,1.0
AlaS,glutaric acid,0.0,1.0
AlaS,glycerol(2.5),0.0,1.0
AlaS,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
AlaS,hexamethylenediamine,0.0,1.0
AlaS,hexanoic acid,0.0,1.0
AlaS,isobutanol(8g/L),24.52112676056338,0.003691839648531099
AlaS,isobutyric acid,0.0,1.0
AlaS,m-tartrate,0.0,1.0
AlaS,n-butanol,0.0,1.0
AlaS,none,0.0,1.0
AlaS,octanoic acid,0.0,1.0
AlaS,pBGT,0.0,1.0
AlaS,propanediol,0.0,1.0
AlaS,putrescine,0.0,1.0
AlaS,thiaminne hydrochloride(0.3µM) Ga(NO3)3(100mg/L),0.0,1.0
AlaS,trimethoprim,0.0,1.0
AlaS,xylose(4),0.0,1.0
AlaS,Δgnd glucose M9 pre-evolved,0.0,1.0
AlaS,Δpgi,0.0,1.0
AlaS,Δpgi glucose M9 pre-evolved,0.0,1.0
AlaS,ΔptsHI-crr glucose M9 pre-evolved,0.0,1.0
AlaS,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
AlaS,ΔsdhCDAB glucose M9 pre-evolved,0.0,1.0
AlaS,ΔtpiA,0.0,1.0
AlaS,ΔtpiA glucose M9 pre-evolved,0.0,1.0
AllR,(NH4)2SO4(1),0.0,1.0
AllR,(NH4)2SO4(1) MgSO4,0.0,1.0
AllR,(NH4)2SO4(2),0.0,1.0
AllR,(NH4)2SO4(2) MgSO4(0.12),0.0,1.0
AllR,2 3-butanediol,0.0,1.0
AllR,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
AllR,30 celsius,0.0,1.0
AllR,37 celsius,1.131387783462826,0.4857191513414405
AllR,42 celsius,0.0,1.0
AllR,511145,1.0,0.5769164380805712
AllR,B. melitensis pgi,0.0,1.0
AllR,C13H10N2O(0.168184),0.0,1.0
AllR,C6H5FeO7(0.00049) casamino(5) WT P. aeruginosa toxins(),0.0,1.0
AllR,C6H5FeO7(0.00049) casamino(5) pvdJ KO P. aeruginosa toxins(),0.0,1.0
AllR,CaCl2(0.1),1.7312961011591148,0.2200168505566409
AllR,CaCl2(0.1mM),0.0,1.0
AllR,D-2-deoxyribose,0.0,1.0
AllR,D-arabinose,0.0,1.0
AllR,D-lyxose,0.0,1.0
