mutated features,condition,odd ratio,p value
aas-lplT,WT,1.1398193999417419,0.541080647099604
aas-lplT,acetate(4),0.0,1.0
aas-lplT,adipic acid,0.0,1.0
aas-lplT,coumaric acid,0.0,1.0
aas-lplT,glucose(2),0.0,1.0
aas-lplT,glucose(4),0.0,1.0
aas-lplT,glucose(4) or acetate(4),0.0,1.0
aas-lplT,glucose(4) or glycerol(2.5),0.0,1.0
aas-lplT,glucose(4) or xylose(4),17.205197132616487,0.007325006804571186
aas-lplT,glutaric acid,0.0,1.0
aas-lplT,glycerol(2.5),0.0,1.0
aas-lplT,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
aas-lplT,hexamethylenediamine,0.0,1.0
aas-lplT,hexanoic acid,0.0,1.0
aas-lplT,isobutyric acid,0.0,1.0
aas-lplT,m-tartrate,0.0,1.0
aas-lplT,monomethyl succinate,0.0,1.0
aas-lplT,n-butanol,0.0,1.0
aas-lplT,octanoic acid,0.0,1.0
aas-lplT,propanediol,0.0,1.0
aas-lplT,putrescine,0.0,1.0
aas-lplT,xylose(4),0.0,1.0
aas-lplT,Δgnd,0.0,1.0
aas-lplT,Δpgi,0.0,1.0
aas-lplT,Δpts,0.0,1.0
aas-lplT,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
aas-lplT,Δsdh,0.0,1.0
aas-lplT,Δtpi,0.0,1.0
aat,2 3-butanediol,0.0,1.0
aat,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
aat,37 celsius,1.066398635477583,0.6288999262515975
aat,42 celsius,0.0,1.0
aat,511145,1.0,0.6513666486615568
aat,CaCl2(0.1),1.0,0.6513666486615568
aat,D-2-deoxyribose,0.0,1.0
aat,D-arabinose,0.0,1.0
aat,D-lyxose,0.0,1.0
aat,GMOS,0.0,1.0
aat,KH2PO4(3) Na2HPO4(6.8),1.0,0.6513666486615568
aat,M9,1.0,0.6513666486615568
aat,MgSO4(0.24),1.0,0.6513666486615568
aat,NH4Cl(1),1.0,0.6513666486615568
aat,NaCl(0.5g/L) trace elements,0.0,1.0
aat,U-13C glucose(2),0.0,1.0
aat,WT,1.139778683750728,0.6055865105279281
aat,acetate(4),0.0,1.0
aat,adipic acid,0.0,1.0
aat,coumaric acid,0.0,1.0
aat,glucose(2),2.1099620820406755,0.4015441789179782
aat,glucose(4),0.0,1.0
aat,glucose(4) or acetate(4),0.0,1.0
aat,glucose(4) or glycerol(2.5),0.0,1.0
aat,glucose(4) or xylose(4),0.0,1.0
aat,glutaric acid,0.0,1.0
aat,glycerol(2.5),0.0,1.0
aat,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
aat,hexamethylenediamine,21.58361391694725,0.050291296752854486
aat,hexanoic acid,0.0,1.0
aat,isobutyric acid,0.0,1.0
aat,m-tartrate,0.0,1.0
aat,monomethyl succinate,0.0,1.0
aat,n-butanol,0.0,1.0
aat,octanoic acid,0.0,1.0
aat,propanediol,0.0,1.0
aat,putrescine,0.0,1.0
aat,xylose(4),0.0,1.0
aat,Δgnd,0.0,1.0
aat,Δpgi,0.0,1.0
aat,Δpts,0.0,1.0
aat,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
aat,Δsdh,0.0,1.0
aat,Δtpi,0.0,1.0
abgABT-ogt,2 3-butanediol,0.0,1.0
abgABT-ogt,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
abgABT-ogt,37 celsius,0.5048561903799806,0.9020608832379107
abgABT-ogt,42 celsius,9.360136452241715,0.021439634191953754
abgABT-ogt,511145,1.0,0.5769652377560428
abgABT-ogt,CaCl2(0.1),1.0,0.5769652377560428
abgABT-ogt,D-2-deoxyribose,5.658486102897694,0.052935396841491816
abgABT-ogt,D-arabinose,0.0,1.0
abgABT-ogt,D-lyxose,0.0,1.0
abgABT-ogt,GMOS,0.0,1.0
abgABT-ogt,KH2PO4(3) Na2HPO4(6.8),1.0,0.5769652377560428
abgABT-ogt,M9,1.0,0.5769652377560428
abgABT-ogt,MgSO4(0.24),1.0,0.5769652377560428
abgABT-ogt,NH4Cl(1),1.0,0.5769652377560428
abgABT-ogt,NaCl(0.5g/L) trace elements,2.0414577064526913,0.15029756067573508
abgABT-ogt,U-13C glucose(2),0.0,1.0
abgABT-ogt,WT,1.1399009035266685,0.48033408129265753
abgABT-ogt,acetate(4),0.0,1.0
abgABT-ogt,adipic acid,0.0,1.0
abgABT-ogt,coumaric acid,0.0,1.0
abgABT-ogt,glucose(2),0.0,1.0
abgABT-ogt,glucose(4),2.823122161840244,0.16655001767751215
abgABT-ogt,glucose(4) or acetate(4),0.0,1.0
abgABT-ogt,glucose(4) or glycerol(2.5),0.0,1.0
abgABT-ogt,glucose(4) or xylose(4),0.0,1.0
abgABT-ogt,glutaric acid,0.0,1.0
abgABT-ogt,glycerol(2.5),0.0,1.0
abgABT-ogt,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
abgABT-ogt,hexamethylenediamine,0.0,1.0
abgABT-ogt,hexanoic acid,0.0,1.0
abgABT-ogt,isobutyric acid,0.0,1.0
abgABT-ogt,m-tartrate,0.0,1.0
abgABT-ogt,monomethyl succinate,0.0,1.0
abgABT-ogt,n-butanol,0.0,1.0
abgABT-ogt,octanoic acid,0.0,1.0
abgABT-ogt,propanediol,0.0,1.0
abgABT-ogt,putrescine,0.0,1.0
abgABT-ogt,xylose(4),0.0,1.0
abgABT-ogt,Δgnd,0.0,1.0
abgABT-ogt,Δpgi,0.0,1.0
abgABT-ogt,Δpts,0.0,1.0
abgABT-ogt,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
abgABT-ogt,Δsdh,0.0,1.0
abgABT-ogt,Δtpi,0.0,1.0
abgR,2 3-butanediol,0.0,1.0
abgR,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
abgR,37 celsius,1.066435058206863,0.5476976749237634
abgR,42 celsius,0.0,1.0
abgR,511145,1.0,0.5887312151904618
abgR,CaCl2(0.1),1.0,0.5887312151904618
abgR,D-2-deoxyribose,11.982785602503913,0.0026539393528984753
abgR,D-arabinose,0.0,1.0
abgR,D-lyxose,0.0,1.0
abgR,GMOS,0.0,1.0
abgR,KH2PO4(3) Na2HPO4(6.8),1.0,0.5887312151904618
abgR,M9,1.0,0.5887312151904618
abgR,MgSO4(0.24),1.0,0.5887312151904618
abgR,NH4Cl(1),1.0,0.5887312151904618
abgR,NaCl(0.5g/L) trace elements,2.0409356725146197,0.20060430449799757
abgR,U-13C glucose(2),0.0,1.0
abgR,WT,1.1398601398601398,0.5054314536285707
abgR,acetate(4),0.0,1.0
abgR,adipic acid,0.0,1.0
abgR,coumaric acid,0.0,1.0
abgR,glucose(2),0.0,1.0
abgR,glucose(4),0.0,1.0
abgR,glucose(4) or acetate(4),0.0,1.0
abgR,glucose(4) or glycerol(2.5),0.0,1.0
abgR,glucose(4) or xylose(4),0.0,1.0
abgR,glutaric acid,0.0,1.0
abgR,glycerol(2.5),0.0,1.0
abgR,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
abgR,hexamethylenediamine,0.0,1.0
abgR,hexanoic acid,0.0,1.0
abgR,isobutyric acid,0.0,1.0
abgR,m-tartrate,0.0,1.0
abgR,monomethyl succinate,0.0,1.0
abgR,n-butanol,0.0,1.0
abgR,octanoic acid,0.0,1.0
abgR,propanediol,0.0,1.0
abgR,putrescine,0.0,1.0
abgR,xylose(4),0.0,1.0
abgR,Δgnd,0.0,1.0
abgR,Δpgi,0.0,1.0
abgR,Δpts,0.0,1.0
abgR,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
abgR,Δsdh,0.0,1.0
abgR,Δtpi,0.0,1.0
abpAB,2 3-butanediol,0.0,1.0
abpAB,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
abpAB,37 celsius,1.0664168418487037,0.5752596615783344
abpAB,42 celsius,0.0,1.0
abpAB,511145,1.0,0.6083193917279448
abpAB,CaCl2(0.1),1.0,0.6083193917279448
abpAB,D-2-deoxyribose,0.0,1.0
abpAB,D-arabinose,0.0,1.0
abpAB,D-lyxose,0.0,1.0
abpAB,GMOS,0.0,1.0
abpAB,KH2PO4(3) Na2HPO4(6.8),1.0,0.6083193917279448
abpAB,M9,1.0,0.6083193917279448
abpAB,MgSO4(0.24),1.0,0.6083193917279448
abpAB,NH4Cl(1),1.0,0.6083193917279448
abpAB,NaCl(0.5g/L) trace elements,0.9660016340299924,0.6539871887992486
abpAB,U-13C glucose(2),0.0,1.0
abpAB,WT,1.1398193999417419,0.541080647099604
abpAB,acetate(4),0.0,1.0
abpAB,adipic acid,0.0,1.0
abpAB,coumaric acid,0.0,1.0
abpAB,glucose(2),0.9991835846078485,0.6418994370190245
abpAB,glucose(4),0.0,1.0
abpAB,glucose(4) or acetate(4),0.0,1.0
abpAB,glucose(4) or glycerol(2.5),0.0,1.0
abpAB,glucose(4) or xylose(4),8.116888607059819,0.12168585024287246
abpAB,glutaric acid,0.0,1.0
abpAB,glycerol(2.5),0.0,1.0
abpAB,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
abpAB,hexamethylenediamine,0.0,1.0
abpAB,hexanoic acid,16.899122807017545,0.06076949743009383
abpAB,isobutyric acid,0.0,1.0
abpAB,m-tartrate,0.0,1.0
abpAB,monomethyl succinate,0.0,1.0
abpAB,n-butanol,0.0,1.0
abpAB,octanoic acid,0.0,1.0
abpAB,propanediol,0.0,1.0
abpAB,putrescine,0.0,1.0
abpAB,xylose(4),0.0,1.0
abpAB,Δgnd,0.0,1.0
abpAB,Δpgi,0.0,1.0
abpAB,Δpts,0.0,1.0
abpAB,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
abpAB,Δsdh,0.0,1.0
abpAB,Δtpi,0.0,1.0
abrB,2 3-butanediol,0.0,1.0
abrB,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
abrB,37 celsius,1.066398635477583,0.6288999262515975
abrB,42 celsius,0.0,1.0
abrB,511145,1.0,0.6513666486615568
abrB,CaCl2(0.1),1.0,0.6513666486615568
abrB,D-2-deoxyribose,0.0,1.0
abrB,D-arabinose,0.0,1.0
abrB,D-lyxose,0.0,1.0
abrB,GMOS,0.0,1.0
abrB,KH2PO4(3) Na2HPO4(6.8),1.0,0.6513666486615568
abrB,M9,1.0,0.6513666486615568
abrB,MgSO4(0.24),1.0,0.6513666486615568
abrB,NH4Cl(1),1.0,0.6513666486615568
abrB,NaCl(0.5g/L) trace elements,2.0398931730929726,0.41173000269648397
abrB,U-13C glucose(2),0.0,1.0
abrB,WT,1.139778683750728,0.6055865105279281
abrB,acetate(4),0.0,1.0
abrB,adipic acid,0.0,1.0
abrB,coumaric acid,0.0,1.0
abrB,glucose(2),0.0,1.0
abrB,glucose(4),5.956057752667922,0.16895357978374076
abrB,glucose(4) or acetate(4),0.0,1.0
abrB,glucose(4) or glycerol(2.5),0.0,1.0
abrB,glucose(4) or xylose(4),0.0,1.0
abrB,glutaric acid,0.0,1.0
abrB,glycerol(2.5),0.0,1.0
abrB,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
abrB,hexamethylenediamine,0.0,1.0
abrB,hexanoic acid,0.0,1.0
abrB,isobutyric acid,0.0,1.0
abrB,m-tartrate,0.0,1.0
abrB,monomethyl succinate,0.0,1.0
abrB,n-butanol,0.0,1.0
abrB,octanoic acid,0.0,1.0
abrB,propanediol,0.0,1.0
abrB,putrescine,0.0,1.0
abrB,xylose(4),0.0,1.0
abrB,Δgnd,0.0,1.0
abrB,Δpgi,0.0,1.0
abrB,Δpts,0.0,1.0
abrB,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
abrB,Δsdh,0.0,1.0
abrB,Δtpi,0.0,1.0
aceBAK,2 3-butanediol,0.0,1.0
aceBAK,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
aceBAK,37 celsius,1.066398635477583,0.6288999262515975
aceBAK,42 celsius,0.0,1.0
aceBAK,511145,1.0,0.6513666486615568
aceBAK,CaCl2(0.1),1.0,0.6513666486615568
aceBAK,D-2-deoxyribose,0.0,1.0
aceBAK,D-arabinose,0.0,1.0
aceBAK,D-lyxose,0.0,1.0
aceBAK,GMOS,0.0,1.0
aceBAK,KH2PO4(3) Na2HPO4(6.8),1.0,0.6513666486615568
aceBAK,M9,1.0,0.6513666486615568
aceBAK,MgSO4(0.24),1.0,0.6513666486615568
aceBAK,NH4Cl(1),1.0,0.6513666486615568
aceBAK,NaCl(0.5g/L) trace elements,0.0,1.0
aceBAK,U-13C glucose(2),0.0,1.0
aceBAK,WT,1.139778683750728,0.6055865105279281
aceBAK,acetate(4),0.0,1.0
aceBAK,adipic acid,0.0,1.0
aceBAK,coumaric acid,0.0,1.0
aceBAK,glucose(2),2.1099620820406755,0.4015441789179782
aceBAK,glucose(4),0.0,1.0
aceBAK,glucose(4) or acetate(4),0.0,1.0
aceBAK,glucose(4) or glycerol(2.5),0.0,1.0
aceBAK,glucose(4) or xylose(4),0.0,1.0
aceBAK,glutaric acid,25.30637738330046,0.04310707747653324
aceBAK,glycerol(2.5),0.0,1.0
aceBAK,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
aceBAK,hexamethylenediamine,0.0,1.0
aceBAK,hexanoic acid,0.0,1.0
aceBAK,isobutyric acid,0.0,1.0
aceBAK,m-tartrate,0.0,1.0
aceBAK,monomethyl succinate,0.0,1.0
aceBAK,n-butanol,0.0,1.0
aceBAK,octanoic acid,0.0,1.0
aceBAK,propanediol,0.0,1.0
aceBAK,putrescine,0.0,1.0
aceBAK,xylose(4),0.0,1.0
aceBAK,Δgnd,0.0,1.0
aceBAK,Δpgi,0.0,1.0
aceBAK,Δpts,0.0,1.0
aceBAK,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
aceBAK,Δsdh,0.0,1.0
aceBAK,Δtpi,0.0,1.0
ackA-pta,2 3-butanediol,0.0,1.0
ackA-pta,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
ackA-pta,37 celsius,1.0664715209171851,0.5153918127696102
ackA-pta,42 celsius,0.0,1.0
ackA-pta,511145,1.0,0.5689092695604656
ackA-pta,CaCl2(0.1),1.0,0.5689092695604656
ackA-pta,D-2-deoxyribose,0.0,1.0
ackA-pta,D-arabinose,0.0,1.0
ackA-pta,D-lyxose,0.0,1.0
ackA-pta,GMOS,0.0,1.0
ackA-pta,KH2PO4(3) Na2HPO4(6.8),1.0,0.5689092695604656
ackA-pta,M9,1.0,0.5689092695604656
ackA-pta,MgSO4(0.24),1.0,0.5689092695604656
ackA-pta,NH4Cl(1),1.0,0.5689092695604656
ackA-pta,NaCl(0.5g/L) trace elements,2.041980264258237,0.11476270129560154
ackA-pta,U-13C glucose(2),0.0,1.0
ackA-pta,WT,0.20910938632878895,0.9904794339239114
ackA-pta,acetate(4),0.0,1.0
ackA-pta,adipic acid,0.0,1.0
ackA-pta,coumaric acid,0.0,1.0
ackA-pta,glucose(2),0.0,1.0
ackA-pta,glucose(4),4.676534073388837,0.013255043850748114
ackA-pta,glucose(4) or acetate(4),0.0,1.0
ackA-pta,glucose(4) or glycerol(2.5),0.0,1.0
ackA-pta,glucose(4) or xylose(4),0.0,1.0
ackA-pta,glutaric acid,0.0,1.0
ackA-pta,glycerol(2.5),0.0,1.0
ackA-pta,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
ackA-pta,hexamethylenediamine,0.0,1.0
ackA-pta,hexanoic acid,0.0,1.0
ackA-pta,isobutyric acid,0.0,1.0
ackA-pta,m-tartrate,6.089384591045721,0.15505105852349635
ackA-pta,monomethyl succinate,0.0,1.0
ackA-pta,n-butanol,0.0,1.0
ackA-pta,octanoic acid,0.0,1.0
ackA-pta,propanediol,0.0,1.0
ackA-pta,putrescine,0.0,1.0
ackA-pta,xylose(4),0.0,1.0
ackA-pta,Δgnd,0.0,1.0
ackA-pta,Δpgi,14.514177693761814,0.00024189746691603674
ackA-pta,Δpts,0.0,1.0
ackA-pta,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
ackA-pta,Δsdh,0.0,1.0
ackA-pta,Δtpi,0.0,1.0
acnB,2 3-butanediol,0.0,1.0
acnB,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
acnB,37 celsius,1.066398635477583,0.6288999262515975
acnB,42 celsius,0.0,1.0
acnB,511145,1.0,0.6513666486615568
acnB,CaCl2(0.1),1.0,0.6513666486615568
acnB,D-2-deoxyribose,0.0,1.0
acnB,D-arabinose,0.0,1.0
acnB,D-lyxose,0.0,1.0
acnB,GMOS,0.0,1.0
acnB,KH2PO4(3) Na2HPO4(6.8),1.0,0.6513666486615568
acnB,M9,1.0,0.6513666486615568
acnB,MgSO4(0.24),1.0,0.6513666486615568
acnB,NH4Cl(1),1.0,0.6513666486615568
acnB,NaCl(0.5g/L) trace elements,2.0398931730929726,0.41173000269648397
acnB,U-13C glucose(2),0.0,1.0
acnB,WT,0.0,1.0
acnB,acetate(4),0.0,1.0
acnB,adipic acid,0.0,1.0
acnB,coumaric acid,0.0,1.0
acnB,glucose(2),2.1099620820406755,0.4015441789179782
acnB,glucose(4),0.0,1.0
acnB,glucose(4) or acetate(4),0.0,1.0
acnB,glucose(4) or glycerol(2.5),0.0,1.0
acnB,glucose(4) or xylose(4),0.0,1.0
acnB,glutaric acid,0.0,1.0
acnB,glycerol(2.5),0.0,1.0
acnB,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
acnB,hexamethylenediamine,0.0,1.0
acnB,hexanoic acid,0.0,1.0
acnB,isobutyric acid,0.0,1.0
acnB,m-tartrate,0.0,1.0
acnB,monomethyl succinate,0.0,1.0
acnB,n-butanol,0.0,1.0
acnB,octanoic acid,0.0,1.0
acnB,propanediol,0.0,1.0
acnB,putrescine,0.0,1.0
acnB,xylose(4),0.0,1.0
acnB,Δgnd,0.0,1.0
acnB,Δpgi,18.32474964234621,0.05889723570771206
acnB,Δpts,0.0,1.0
acnB,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
acnB,Δsdh,0.0,1.0
acnB,Δtpi,0.0,1.0
acrAB,2 3-butanediol,10.221158958001062,0.09806544981930265
acrAB,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
acrAB,37 celsius,1.0664168418487037,0.5752596615783344
acrAB,42 celsius,0.0,1.0
acrAB,511145,1.0,0.6083193917279448
acrAB,CaCl2(0.1),1.0,0.6083193917279448
acrAB,D-2-deoxyribose,0.0,1.0
acrAB,D-arabinose,0.0,1.0
acrAB,D-lyxose,0.0,1.0
acrAB,GMOS,0.0,1.0
acrAB,KH2PO4(3) Na2HPO4(6.8),1.0,0.6083193917279448
acrAB,M9,1.0,0.6083193917279448
acrAB,MgSO4(0.24),1.0,0.6083193917279448
acrAB,NH4Cl(1),1.0,0.6083193917279448
acrAB,NaCl(0.5g/L) trace elements,0.9660016340299924,0.6539871887992486
acrAB,U-13C glucose(2),0.0,1.0
acrAB,WT,1.1398193999417419,0.541080647099604
acrAB,acetate(4),0.0,1.0
acrAB,adipic acid,0.0,1.0
acrAB,coumaric acid,0.0,1.0
acrAB,glucose(2),0.9991835846078485,0.6418994370190245
acrAB,glucose(4),2.82054713053821,0.30939522002239517
acrAB,glucose(4) or acetate(4),0.0,1.0
acrAB,glucose(4) or glycerol(2.5),0.0,1.0
acrAB,glucose(4) or xylose(4),0.0,1.0
acrAB,glutaric acid,0.0,1.0
acrAB,glycerol(2.5),0.0,1.0
acrAB,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
acrAB,hexamethylenediamine,0.0,1.0
acrAB,hexanoic acid,0.0,1.0
acrAB,isobutyric acid,0.0,1.0
acrAB,m-tartrate,0.0,1.0
acrAB,monomethyl succinate,0.0,1.0
acrAB,n-butanol,0.0,1.0
acrAB,octanoic acid,0.0,1.0
acrAB,propanediol,0.0,1.0
acrAB,putrescine,0.0,1.0
acrAB,xylose(4),0.0,1.0
acrAB,Δgnd,0.0,1.0
acrAB,Δpgi,0.0,1.0
acrAB,Δpts,0.0,1.0
acrAB,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
acrAB,Δsdh,0.0,1.0
acrAB,Δtpi,0.0,1.0
acs-yjcH-actP,2 3-butanediol,0.0,1.0
acs-yjcH-actP,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
acs-yjcH-actP,37 celsius,1.0664168418487037,0.5752596615783344
acs-yjcH-actP,42 celsius,0.0,1.0
acs-yjcH-actP,511145,1.0,0.6083193917279448
acs-yjcH-actP,CaCl2(0.1),1.0,0.6083193917279448
acs-yjcH-actP,D-2-deoxyribose,0.0,1.0
acs-yjcH-actP,D-arabinose,0.0,1.0
acs-yjcH-actP,D-lyxose,102.13756613756614,0.00023728943036487225
acs-yjcH-actP,GMOS,0.0,1.0
acs-yjcH-actP,KH2PO4(3) Na2HPO4(6.8),1.0,0.6083193917279448
acs-yjcH-actP,M9,1.0,0.6083193917279448
acs-yjcH-actP,MgSO4(0.24),1.0,0.6083193917279448
acs-yjcH-actP,NH4Cl(1),1.0,0.6083193917279448
acs-yjcH-actP,NaCl(0.5g/L) trace elements,2.0404141616566465,0.27675553150238275
acs-yjcH-actP,U-13C glucose(2),0.0,1.0
acs-yjcH-actP,WT,1.1398193999417419,0.541080647099604
acs-yjcH-actP,acetate(4),0.0,1.0
acs-yjcH-actP,adipic acid,0.0,1.0
acs-yjcH-actP,coumaric acid,0.0,1.0
acs-yjcH-actP,glucose(2),0.0,1.0
acs-yjcH-actP,glucose(4),0.0,1.0
acs-yjcH-actP,glucose(4) or acetate(4),0.0,1.0
acs-yjcH-actP,glucose(4) or glycerol(2.5),0.0,1.0
acs-yjcH-actP,glucose(4) or xylose(4),0.0,1.0
acs-yjcH-actP,glutaric acid,0.0,1.0
acs-yjcH-actP,glycerol(2.5),0.0,1.0
acs-yjcH-actP,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
acs-yjcH-actP,hexamethylenediamine,0.0,1.0
acs-yjcH-actP,hexanoic acid,0.0,1.0
acs-yjcH-actP,isobutyric acid,0.0,1.0
acs-yjcH-actP,m-tartrate,0.0,1.0
acs-yjcH-actP,monomethyl succinate,0.0,1.0
acs-yjcH-actP,n-butanol,0.0,1.0
acs-yjcH-actP,octanoic acid,0.0,1.0
acs-yjcH-actP,propanediol,0.0,1.0
acs-yjcH-actP,putrescine,0.0,1.0
acs-yjcH-actP,xylose(4),0.0,1.0
acs-yjcH-actP,Δgnd,0.0,1.0
acs-yjcH-actP,Δpgi,0.0,1.0
acs-yjcH-actP,Δpts,0.0,1.0
acs-yjcH-actP,ΔsdaA ΔsdaB ΔtdcG ΔglyA,0.0,1.0
acs-yjcH-actP,Δsdh,0.0,1.0
acs-yjcH-actP,Δtpi,0.0,1.0
adeP,2 3-butanediol,0.0,1.0
adeP,20uM FeSO4 and 10mM sodium citrate,0.0,1.0
adeP,37 celsius,1.066398635477583,0.6288999262515975
adeP,42 celsius,0.0,1.0
adeP,511145,1.0,0.6513666486615568
adeP,CaCl2(0.1),1.0,0.6513666486615568
adeP,D-2-deoxyribose,0.0,1.0
adeP,D-arabinose,0.0,1.0
adeP,D-lyxose,0.0,1.0
adeP,GMOS,0.0,1.0
adeP,KH2PO4(3) Na2HPO4(6.8),1.0,0.6513666486615568
adeP,M9,1.0,0.6513666486615568
adeP,MgSO4(0.24),1.0,0.6513666486615568
adeP,NH4Cl(1),1.0,0.6513666486615568
adeP,NaCl(0.5g/L) trace elements,0.0,1.0
adeP,U-13C glucose(2),0.0,1.0
adeP,WT,1.139778683750728,0.6055865105279281
adeP,acetate(4),0.0,1.0
adeP,adipic acid,0.0,1.0
adeP,coumaric acid,0.0,1.0
adeP,glucose(2),2.1099620820406755,0.4015441789179782
adeP,glucose(4),0.0,1.0
adeP,glucose(4) or acetate(4),0.0,1.0
adeP,glucose(4) or glycerol(2.5),0.0,1.0
adeP,glucose(4) or xylose(4),0.0,1.0
adeP,glutaric acid,0.0,1.0
adeP,glycerol(2.5),0.0,1.0
adeP,glycine(2mM)  L-Serine(varying concentration)  trace elements(X1)  Wolfe's vitamin solution.,0.0,1.0
adeP,hexamethylenediamine,0.0,1.0
adeP,hexanoic acid,0.0,1.0
adeP,isobutyric acid,0.0,1.0
adeP,m-tartrate,0.0,1.0
